nct	canonical_payload	registered_enrollment	enrollment_type	n_registered_arms	n_distinct_response_cohorts	n_response_observations	max_single_cohort_denominator	max_single_cohort_pointer	largest_within_measure_om_index	groups_in_that_measure	within_measure_denominator_sum	pooled_label_in_that_measure	conflict_findings	summation_policy	disjointness_status
NCT00451555	ctg_placebo_onc_1999_2009.txt	156	ACTUAL	2	4	8	94	ctg_placebo_onc_1999_2009.txt::NCT00451555::outcomeMeasures[0]::groups[OG000]	0	4	246	False	WITHIN_MEASURE_SUM_EXCEEDS_ENROLLMENT	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00096993	ctg_placebo_onc_1999_2009.txt	131	ACTUAL	2	2	4	65	ctg_placebo_onc_1999_2009.txt::NCT00096993::outcomeMeasures[1]::groups[OG000]	1	2	130	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00090363	ctg_placebo_onc_1999_2009.txt	447	ACTUAL	3	3	3	51	ctg_placebo_onc_1999_2009.txt::NCT00090363::outcomeMeasures[3]::groups[OG000]	3	3	136	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00502307	ctg_placebo_onc_1999_2009.txt	272	ACTUAL	2	2	2	272	ctg_placebo_onc_1999_2009.txt::NCT00502307::outcomeMeasures[1]::groups[OG000]	1	2	544	False	WITHIN_MEASURE_SUM_EXCEEDS_ENROLLMENT	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00130728	ctg_placebo_onc_1999_2009.txt	636	ACTUAL	2	2	4	306	ctg_placebo_onc_1999_2009.txt::NCT00130728::outcomeMeasures[2]::groups[OG001]	2	2	607	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00532155	ctg_placebo_onc_1999_2009.txt	913	ACTUAL	2	2	2	406	ctg_placebo_onc_1999_2009.txt::NCT00532155::outcomeMeasures[2]::groups[OG000]	2	2	810	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00548548	ctg_placebo_onc_1999_2009.txt	774	ACTUAL	2	2	2	311	ctg_placebo_onc_1999_2009.txt::NCT00548548::outcomeMeasures[4]::groups[OG000]	4	2	608	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00773747	ctg_placebo_onc_1999_2009.txt	637	ACTUAL	2	2	2	320	ctg_placebo_onc_1999_2009.txt::NCT00773747::outcomeMeasures[4]::groups[OG001]	4	2	635	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00656136	ctg_placebo_onc_1999_2009.txt	585	ACTUAL	2	2	2	390	ctg_placebo_onc_1999_2009.txt::NCT00656136::outcomeMeasures[2]::groups[OG001]	2	2	585	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00777179	ctg_placebo_onc_1999_2009.txt	117	ACTUAL	2	2	2	75	ctg_placebo_onc_1999_2009.txt::NCT00777179::outcomeMeasures[4]::groups[OG000]	4	2	117	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00936221	ctg_placebo_onc_1999_2009.txt	385	ACTUAL	2	2	2	46	ctg_placebo_onc_1999_2009.txt::NCT00936221::outcomeMeasures[2]::groups[OG001]	2	2	91	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00687297	ctg_placebo_onc_1999_2009.txt	162	ACTUAL	2	2	2	82	ctg_placebo_onc_1999_2009.txt::NCT00687297::outcomeMeasures[1]::groups[OG000]	1	2	162	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00929162	ctg_placebo_onc_1999_2009.txt	120	ACTUAL	2	2	2	58	ctg_placebo_onc_1999_2009.txt::NCT00929162::outcomeMeasures[2]::groups[OG001]	2	2	113	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00428597	ctg_placebo_onc_1999_2009.txt	171	ACTUAL	2	1	1	86	ctg_placebo_onc_1999_2009.txt::NCT00428597::outcomeMeasures[1]::groups[OG000]	1	1	86	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00530621	ctg_placebo_onc_1999_2009.txt	160	ACTUAL	2	2	2	78	ctg_placebo_onc_1999_2009.txt::NCT00530621::outcomeMeasures[4]::groups[OG001]	4	2	155	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00849667	ctg_placebo_onc_1999_2009.txt	1100	ACTUAL	3	3	3	370	ctg_placebo_onc_1999_2009.txt::NCT00849667::outcomeMeasures[5]::groups[OG000]	5	3	1100	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00602030	ctg_placebo_onc_1999_2009.txt	141	ACTUAL	5	2	2	67	ctg_placebo_onc_1999_2009.txt::NCT00602030::outcomeMeasures[2]::groups[OG001]	2	2	132	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00538681	ctg_placebo_onc_1999_2009.txt	35	ACTUAL	2	2	2	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00334282	ctg_placebo_onc_1999_2009.txt	435	ACTUAL	2	2	2	290	ctg_placebo_onc_1999_2009.txt::NCT00334282::outcomeMeasures[2]::groups[OG000]	2	2	435	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00229723	ctg_placebo_onc_1999_2009.txt	224	ACTUAL	7	7	14	60	ctg_placebo_onc_1999_2009.txt::NCT00229723::outcomeMeasures[0]::groups[OG000]	0	7	226	False	WITHIN_MEASURE_SUM_EXCEEDS_ENROLLMENT	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00561470	ctg_placebo_onc_1999_2009.txt	1226	ACTUAL	2	2	2	531	ctg_placebo_onc_1999_2009.txt::NCT00561470::outcomeMeasures[2]::groups[OG001]	2	2	1061	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00674973	ctg_placebo_onc_1999_2009.txt	207	ACTUAL	2	2	4	104	ctg_placebo_onc_1999_2009.txt::NCT00674973::outcomeMeasures[1]::groups[OG001]	1	2	207	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00911170	ctg_placebo_onc_1999_2009.txt	847	ACTUAL	2	2	2	420	ctg_placebo_onc_1999_2009.txt::NCT00911170::outcomeMeasures[4]::groups[OG000]	4	2	840	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00075218	ctg_placebo_onc_1999_2009.txt	361	ACTUAL	2	2	2	243	ctg_placebo_onc_1999_2009.txt::NCT00075218::outcomeMeasures[6]::groups[OG000]	6	2	361	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00854308	ctg_placebo_onc_1999_2009.txt	137	ACTUAL	2	2	6	69	ctg_placebo_onc_1999_2009.txt::NCT00854308::outcomeMeasures[1]::groups[OG000]	1	2	137	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00789373	ctg_placebo_onc_1999_2009.txt	939	ACTUAL	2	3	4	359	ctg_placebo_onc_1999_2009.txt::NCT00789373::outcomeMeasures[8]::groups[OG000]	8	2	539	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00984282	ctg_placebo_onc_1999_2009.txt	417	ACTUAL	2	2	4	201	ctg_placebo_onc_1999_2009.txt::NCT00984282::outcomeMeasures[3]::groups[OG001]	3	2	397	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00630552	ctg_placebo_onc_1999_2009.txt	138	ACTUAL	5	5	5	40	ctg_placebo_onc_1999_2009.txt::NCT00630552::outcomeMeasures[2]::groups[OG004]	2	5	130	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00917384	ctg_placebo_onc_1999_2009.txt	355	ACTUAL	2	2	2	238	ctg_placebo_onc_1999_2009.txt::NCT00917384::outcomeMeasures[3]::groups[OG000]	3	2	355	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01047475	ctg_placebo_onc_1999_2009.txt	72	ACTUAL	2	2	2	38	ctg_placebo_onc_1999_2009.txt::NCT01047475::outcomeMeasures[0]::groups[OG001]	0	2	72	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01007942	ctg_placebo_onc_1999_2009.txt	569	ACTUAL	2	2	4	285	ctg_placebo_onc_1999_2009.txt::NCT01007942::outcomeMeasures[2]::groups[OG001]	2	2	569	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00403403	ctg_placebo_onc_1999_2009.txt	102	ACTUAL	2	2	6	52	ctg_placebo_onc_1999_2009.txt::NCT00403403::outcomeMeasures[2]::groups[OG001]	2	2	102	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT02799069	ctg_placebo_onc_1999_2009.txt	571	ACTUAL	3	3	21	248	ctg_placebo_onc_1999_2009.txt::NCT02799069::outcomeMeasures[14]::groups[OG001]	14	3	570	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00457691	ctg_placebo_onc_1999_2009.txt	768	ACTUAL	2	2	2	386	ctg_placebo_onc_1999_2009.txt::NCT00457691::outcomeMeasures[2]::groups[OG000]	2	2	768	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00494221	ctg_placebo_onc_1999_2009.txt	172	ACTUAL	3	3	3	58	ctg_placebo_onc_1999_2009.txt::NCT00494221::outcomeMeasures[1]::groups[OG000]	1	3	172	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00169104	ctg_placebo_onc_1999_2009.txt	23	ACTUAL	2	2	2	11	ctg_placebo_onc_1999_2009.txt::NCT00169104::outcomeMeasures[2]::groups[OG000]	2	2	19	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00986440	ctg_placebo_onc_1999_2009.txt	84	ACTUAL	2	2	2	42	ctg_placebo_onc_1999_2009.txt::NCT00986440::outcomeMeasures[3]::groups[OG001]	3	2	81	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00404924	ctg_placebo_onc_1999_2009.txt	1140	ACTUAL	2	2	4	617	ctg_placebo_onc_1999_2009.txt::NCT00404924::outcomeMeasures[1]::groups[OG000]	1	2	924	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00676663	ctg_placebo_onc_1999_2009.txt	130	ACTUAL	2	2	4	66	ctg_placebo_onc_1999_2009.txt::NCT00676663::outcomeMeasures[1]::groups[OG000]	1	2	130	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00708942	ctg_placebo_onc_1999_2009.txt	83	ACTUAL	5	5	5	35	ctg_placebo_onc_1999_2009.txt::NCT00708942::outcomeMeasures[0]::groups[OG000]	0	5	64	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00574275	ctg_placebo_onc_1999_2009.txt	546	ACTUAL	2	2	2	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00883779	ctg_placebo_onc_1999_2009.txt	451	ACTUAL	2	2	4	226	ctg_placebo_onc_1999_2009.txt::NCT00883779::outcomeMeasures[5]::groups[OG001]	5	2	451	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00424645	ctg_placebo_onc_1999_2009.txt	3	ACTUAL	2	2	2	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01908426	ctg_placebo_onc_2010_2013.txt	707	ACTUAL	2	2	2	470	ctg_placebo_onc_2010_2013.txt::NCT01908426::outcomeMeasures[2]::groups[OG000]	2	2	707	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01258608	ctg_placebo_onc_2010_2013.txt	101	ACTUAL	2	2	4	51	ctg_placebo_onc_2010_2013.txt::NCT01258608::outcomeMeasures[6]::groups[OG000]	6	2	99	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01519414	ctg_placebo_onc_2010_2013.txt	78	ACTUAL	2	3	6	52	ctg_placebo_onc_2010_2013.txt::NCT01519414::outcomeMeasures[3]::groups[OG000]	3	3	90	False	WITHIN_MEASURE_SUM_EXCEEDS_ENROLLMENT	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01321554	ctg_placebo_onc_2010_2013.txt	392	ACTUAL	4	2	2	261	ctg_placebo_onc_2010_2013.txt::NCT01321554::outcomeMeasures[1]::groups[OG000]	1	2	392	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01357161	ctg_placebo_onc_2010_2013.txt	136	ACTUAL	3	3	6	62	ctg_placebo_onc_2010_2013.txt::NCT01357161::outcomeMeasures[6]::groups[OG002]	6	2	121	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01170663	ctg_placebo_onc_2010_2013.txt	665	ACTUAL	2	2	4	335	ctg_placebo_onc_2010_2013.txt::NCT01170663::outcomeMeasures[3]::groups[OG001]	3	2	665	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01911273	ctg_placebo_onc_2010_2013.txt	3	ACTUAL	2	2	4	2	ctg_placebo_onc_2010_2013.txt::NCT01911273::outcomeMeasures[3]::groups[OG001]	3	2	3	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01234337	ctg_placebo_onc_2010_2013.txt	537	ACTUAL	2	2	4	271	ctg_placebo_onc_2010_2013.txt::NCT01234337::outcomeMeasures[3]::groups[OG001]	3	2	537	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01896531	ctg_placebo_onc_2010_2013.txt	153	ACTUAL	2	2	2	82	ctg_placebo_onc_2010_2013.txt::NCT01896531::outcomeMeasures[2]::groups[OG001]	2	2	153	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01017601	ctg_placebo_onc_2010_2013.txt	59	ACTUAL	2	2	2	26	ctg_placebo_onc_2010_2013.txt::NCT01017601::outcomeMeasures[2]::groups[OG000]	2	2	50	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01379521	ctg_placebo_onc_2010_2013.txt	65	ACTUAL	2	2	4	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01852292	ctg_placebo_onc_2010_2013.txt	157	ACTUAL	2	2	4	79	ctg_placebo_onc_2010_2013.txt::NCT01852292::outcomeMeasures[2]::groups[OG000]	2	2	158	False	WITHIN_MEASURE_SUM_EXCEEDS_ENROLLMENT	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01506609	ctg_placebo_onc_2010_2013.txt	294	ACTUAL	3	3	6	98	ctg_placebo_onc_2010_2013.txt::NCT01506609::outcomeMeasures[2]::groups[OG000]	2	3	284	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01744249	ctg_placebo_onc_2010_2013.txt	256	ACTUAL	2	2	4	130	ctg_placebo_onc_2010_2013.txt::NCT01744249::outcomeMeasures[1]::groups[OG001]	1	2	256	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01684878	ctg_placebo_onc_2010_2013.txt	208	ACTUAL	4	4	4	69	ctg_placebo_onc_2010_2013.txt::NCT01684878::outcomeMeasures[3]::groups[OG001]	3	2	130	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01732913	ctg_placebo_onc_2010_2013.txt	295	ACTUAL	2	2	6	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01256424	ctg_placebo_onc_2010_2013.txt	262	ACTUAL	4	4	12	29	ctg_placebo_onc_2010_2013.txt::NCT01256424::outcomeMeasures[0]::groups[OG001]	0	4	88	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01505530	ctg_placebo_onc_2010_2013.txt	125	ACTUAL	3	3	3	43	ctg_placebo_onc_2010_2013.txt::NCT01505530::outcomeMeasures[2]::groups[OG001]	2	3	125	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01843374	ctg_placebo_onc_2010_2013.txt	571	ACTUAL	2	2	6	382	ctg_placebo_onc_2010_2013.txt::NCT01843374::outcomeMeasures[3]::groups[OG000]	3	2	571	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01024036	ctg_placebo_onc_2010_2013.txt	79	ACTUAL	2	2	6	53	ctg_placebo_onc_2010_2013.txt::NCT01024036::outcomeMeasures[2]::groups[OG001]	2	2	79	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01210495	ctg_placebo_onc_2010_2013.txt	224	ACTUAL	2	2	2	134	ctg_placebo_onc_2010_2013.txt::NCT01210495::outcomeMeasures[2]::groups[OG000]	2	2	202	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01958021	ctg_placebo_onc_2010_2013.txt	668	ACTUAL	2	2	4	334	ctg_placebo_onc_2010_2013.txt::NCT01958021::outcomeMeasures[2]::groups[OG000]	2	2	668	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01663857	ctg_placebo_onc_2010_2013.txt	118	ACTUAL	4	2	2	58	ctg_placebo_onc_2010_2013.txt::NCT01663857::outcomeMeasures[2]::groups[OG000]	2	2	110	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01218516	ctg_placebo_onc_2010_2013.txt	130	ACTUAL	2	2	2	67	ctg_placebo_onc_2010_2013.txt::NCT01218516::outcomeMeasures[1]::groups[OG000]	1	2	130	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01797120	ctg_placebo_onc_2010_2013.txt	131	ACTUAL	2	2	4	66	ctg_placebo_onc_2010_2013.txt::NCT01797120::outcomeMeasures[1]::groups[OG000]	1	2	131	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01611090	ctg_placebo_onc_2010_2013.txt	578	ACTUAL	2	2	2	289	ctg_placebo_onc_2010_2013.txt::NCT01611090::outcomeMeasures[1]::groups[OG000]	1	2	578	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01830621	ctg_placebo_onc_2010_2013.txt	282	ACTUAL	2	2	2	144	ctg_placebo_onc_2010_2013.txt::NCT01830621::outcomeMeasures[2]::groups[OG001]	2	2	282	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01816594	ctg_placebo_onc_2010_2013.txt	50	ACTUAL	2	6	12	25	ctg_placebo_onc_2010_2013.txt::NCT01816594::outcomeMeasures[3]::groups[OG000]	3	2	50	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
