obs_id	nct	canonical_payload	om_index	results_group_id	class_index	class_title	category_index	category_title	measurement_value_raw	measurement_spread	measurement_lower	measurement_upper	measurement_comment	om_param_type	om_unit_of_measure	class_denom_units	class_denom_value_for_group	source_pointer
NCT00940225#om0#OG000	NCT00940225	ctg_placebo_onc_1999_2009.txt	0	OG000	0		0		4.7		2.0	8.7		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[0]::groups[OG000]::classes[0]::categories[0]
NCT00940225#om0#OG001	NCT00940225	ctg_placebo_onc_1999_2009.txt	0	OG001	0		0		5.2		1.8	12.4		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[0]::groups[OG001]::classes[0]::categories[0]
NCT00940225#om0#OG002	NCT00940225	ctg_placebo_onc_1999_2009.txt	0	OG002	0		0		10		4.4	20.3		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[0]::groups[OG002]::classes[0]::categories[0]
NCT00940225#om0#OG003	NCT00940225	ctg_placebo_onc_1999_2009.txt	0	OG003	0		0		0		0	15.4		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[0]::groups[OG003]::classes[0]::categories[0]
NCT00940225#om0#OG004	NCT00940225	ctg_placebo_onc_1999_2009.txt	0	OG004	0		0		4.8		0.2	21.8		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[0]::groups[OG004]::classes[0]::categories[0]
NCT00940225#om0#OG005	NCT00940225	ctg_placebo_onc_1999_2009.txt	0	OG005	0		0		4.9		0.9	16.1		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[0]::groups[OG005]::classes[0]::categories[0]
NCT00940225#om0#OG006	NCT00940225	ctg_placebo_onc_1999_2009.txt	0	OG006	0		0		4.8		0.2	21.8		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[0]::groups[OG006]::classes[0]::categories[0]
NCT00940225#om0#OG007	NCT00940225	ctg_placebo_onc_1999_2009.txt	0	OG007	0		0		21.7		13.1	32.4		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[0]::groups[OG007]::classes[0]::categories[0]
NCT00940225#om0#OG008	NCT00940225	ctg_placebo_onc_1999_2009.txt	0	OG008	0		0		13.6		6.0	25.7		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[0]::groups[OG008]::classes[0]::categories[0]
NCT00940225#om0#OG009	NCT00940225	ctg_placebo_onc_1999_2009.txt	0	OG009	0		0		10.0		3.3	21.8		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[0]::groups[OG009]::classes[0]::categories[0]
NCT00940225#om3#OG000	NCT00940225	ctg_placebo_onc_1999_2009.txt	3	OG000	0		0		5.59		4.27	8.34		MEDIAN	Months			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[3]::groups[OG000]::classes[0]::categories[0]
NCT00940225#om3#OG001	NCT00940225	ctg_placebo_onc_1999_2009.txt	3	OG001	0		0		5.55		2.99	13.86		MEDIAN	Months			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[3]::groups[OG001]::classes[0]::categories[0]
NCT00940225#om3#OG002	NCT00940225	ctg_placebo_onc_1999_2009.txt	3	OG002	0		0		6.90		5.29	10.74		MEDIAN	Months			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[3]::groups[OG002]::classes[0]::categories[0]
NCT00940225#om3#OG003	NCT00940225	ctg_placebo_onc_1999_2009.txt	3	OG003	0		0		4.21		2.99	NA	Unable to estimate due to low numbers.	MEDIAN	Months			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[3]::groups[OG003]::classes[0]::categories[0]
NCT00940225#om3#OG004	NCT00940225	ctg_placebo_onc_1999_2009.txt	3	OG004	0		0		11.24		7.20	NA	Unable to estimate due to low numbers.	MEDIAN	Months			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[3]::groups[OG004]::classes[0]::categories[0]
NCT00940225#om3#OG005	NCT00940225	ctg_placebo_onc_1999_2009.txt	3	OG005	0		0		3.29		2.79	4.21		MEDIAN	Months			ctg_placebo_onc_1999_2009.txt::NCT00940225::outcomeMeasures[3]::groups[OG005]::classes[0]::categories[0]
NCT00418886#om3#OG000	NCT00418886	ctg_placebo_onc_1999_2009.txt	3	OG000	0		0		19.1					NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00418886::outcomeMeasures[3]::groups[OG000]::classes[0]::categories[0]
NCT00418886#om3#OG001	NCT00418886	ctg_placebo_onc_1999_2009.txt	3	OG001	0		0		7.9					NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00418886::outcomeMeasures[3]::groups[OG001]::classes[0]::categories[0]
NCT00418886#om4#OG000	NCT00418886	ctg_placebo_onc_1999_2009.txt	4	OG000	0		0		56.6					NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00418886::outcomeMeasures[4]::groups[OG000]::classes[0]::categories[0]
NCT00418886#om4#OG001	NCT00418886	ctg_placebo_onc_1999_2009.txt	4	OG001	0		0		45.7					NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00418886::outcomeMeasures[4]::groups[OG001]::classes[0]::categories[0]
NCT00738699#om2#OG000	NCT00738699	ctg_placebo_onc_1999_2009.txt	2	OG000	0	Complete response (CR)	0		0.4					NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00738699::outcomeMeasures[2]::groups[OG000]::classes[0]::categories[0]
NCT00738699#om2#OG000	NCT00738699	ctg_placebo_onc_1999_2009.txt	2	OG000	1	Partial response (PR)	0		7.3					NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00738699::outcomeMeasures[2]::groups[OG000]::classes[1]::categories[0]
NCT00738699#om2#OG001	NCT00738699	ctg_placebo_onc_1999_2009.txt	2	OG001	0	Complete response (CR)	0		0					NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00738699::outcomeMeasures[2]::groups[OG001]::classes[0]::categories[0]
NCT00738699#om2#OG001	NCT00738699	ctg_placebo_onc_1999_2009.txt	2	OG001	1	Partial response (PR)	0		15.0					NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00738699::outcomeMeasures[2]::groups[OG001]::classes[1]::categories[0]
NCT00565370#om2#OG000	NCT00565370	ctg_placebo_onc_1999_2009.txt	2	OG000	0		0		62.8		38.8	86.2		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00565370::outcomeMeasures[2]::groups[OG000]::classes[0]::categories[0]
NCT00659438#om3#OG000	NCT00659438	ctg_placebo_onc_1999_2009.txt	3	OG000	0		0		3					NUMBER	Participants			ctg_placebo_onc_1999_2009.txt::NCT00659438::outcomeMeasures[3]::groups[OG000]::classes[0]::categories[0]
NCT00659438#om3#OG001	NCT00659438	ctg_placebo_onc_1999_2009.txt	3	OG001	0		0		5					NUMBER	Participants			ctg_placebo_onc_1999_2009.txt::NCT00659438::outcomeMeasures[3]::groups[OG001]::classes[0]::categories[0]
NCT00321893#om2#OG000	NCT00321893	ctg_placebo_onc_1999_2009.txt	2	OG000	0	CR/PR	0		2					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[2]::groups[OG000]::classes[0]::categories[0]
NCT00321893#om2#OG000	NCT00321893	ctg_placebo_onc_1999_2009.txt	2	OG000	1	SD	0		88					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[2]::groups[OG000]::classes[1]::categories[0]
NCT00321893#om2#OG000	NCT00321893	ctg_placebo_onc_1999_2009.txt	2	OG000	2	PD	0		8					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[2]::groups[OG000]::classes[2]::categories[0]
NCT00321893#om2#OG001	NCT00321893	ctg_placebo_onc_1999_2009.txt	2	OG001	0	CR/PR	0		1					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[2]::groups[OG001]::classes[0]::categories[0]
NCT00321893#om2#OG001	NCT00321893	ctg_placebo_onc_1999_2009.txt	2	OG001	1	SD	0		89					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[2]::groups[OG001]::classes[1]::categories[0]
NCT00321893#om2#OG001	NCT00321893	ctg_placebo_onc_1999_2009.txt	2	OG001	2	PD	0		10					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[2]::groups[OG001]::classes[2]::categories[0]
NCT00321893#om3#OG000	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG000	0	Subsolid, CR/PR	0		2					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG000]::classes[0]::categories[0]
NCT00321893#om3#OG000	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG000	1	Subsolid, SD	0		28					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG000]::classes[1]::categories[0]
NCT00321893#om3#OG000	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG000	2	Subsolid, PD	0		3					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG000]::classes[2]::categories[0]
NCT00321893#om3#OG000	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG000	3	Solid, CR/PR	0		0					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG000]::classes[3]::categories[0]
NCT00321893#om3#OG000	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG000	4	Solid, SD	0		60					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG000]::classes[4]::categories[0]
NCT00321893#om3#OG000	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG000	5	Solid, PD	0		5					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG000]::classes[5]::categories[0]
NCT00321893#om3#OG001	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG001	0	Subsolid, CR/PR	0		1					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG001]::classes[0]::categories[0]
NCT00321893#om3#OG001	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG001	1	Subsolid, SD	0		26					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG001]::classes[1]::categories[0]
NCT00321893#om3#OG001	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG001	2	Subsolid, PD	0		3					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG001]::classes[2]::categories[0]
NCT00321893#om3#OG001	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG001	3	Solid, CR/PR	0		0					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG001]::classes[3]::categories[0]
NCT00321893#om3#OG001	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG001	4	Solid, SD	0		63					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG001]::classes[4]::categories[0]
NCT00321893#om3#OG001	NCT00321893	ctg_placebo_onc_1999_2009.txt	3	OG001	5	Solid, PD	0		7					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00321893::outcomeMeasures[3]::groups[OG001]::classes[5]::categories[0]
NCT00437294#om5#OG000	NCT00437294	ctg_placebo_onc_1999_2009.txt	5	OG000	0		0		11.9		4	26		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00437294::outcomeMeasures[5]::groups[OG000]::classes[0]::categories[0]
NCT00437294#om5#OG001	NCT00437294	ctg_placebo_onc_1999_2009.txt	5	OG001	0		0		11.6		4	25		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00437294::outcomeMeasures[5]::groups[OG001]::classes[0]::categories[0]
NCT00613626#om2#OG000	NCT00613626	ctg_placebo_onc_1999_2009.txt	2	OG000	0		0		65.38		47.10	83.67		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00613626::outcomeMeasures[2]::groups[OG000]::classes[0]::categories[0]
NCT00613626#om2#OG001	NCT00613626	ctg_placebo_onc_1999_2009.txt	2	OG001	0		0		50.00		31.48	68.52		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00613626::outcomeMeasures[2]::groups[OG001]::classes[0]::categories[0]
NCT00613626#om3#OG000	NCT00613626	ctg_placebo_onc_1999_2009.txt	3	OG000	0		0		73.08		56.03	90.13		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00613626::outcomeMeasures[3]::groups[OG000]::classes[0]::categories[0]
NCT00613626#om3#OG001	NCT00613626	ctg_placebo_onc_1999_2009.txt	3	OG001	0		0		75.00		58.96	91.04		NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00613626::outcomeMeasures[3]::groups[OG001]::classes[0]::categories[0]
NCT00304239#om0#OG000	NCT00304239	ctg_placebo_onc_1999_2009.txt	0	OG000	0		0		68.4		54.8	80.1		NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00304239::outcomeMeasures[0]::groups[OG000]::classes[0]::categories[0]
NCT00304239#om0#OG001	NCT00304239	ctg_placebo_onc_1999_2009.txt	0	OG001	0		0		6.9		1.9	16.7		NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00304239::outcomeMeasures[0]::groups[OG001]::classes[0]::categories[0]
NCT00304239#om1#OG000	NCT00304239	ctg_placebo_onc_1999_2009.txt	1	OG000	0	Face	0		89					NUMBER	Percentage of lesions			ctg_placebo_onc_1999_2009.txt::NCT00304239::outcomeMeasures[1]::groups[OG000]::classes[0]::categories[0]
NCT00304239#om1#OG000	NCT00304239	ctg_placebo_onc_1999_2009.txt	1	OG000	1	Scalp	0		81					NUMBER	Percentage of lesions			ctg_placebo_onc_1999_2009.txt::NCT00304239::outcomeMeasures[1]::groups[OG000]::classes[1]::categories[0]
NCT00304239#om1#OG001	NCT00304239	ctg_placebo_onc_1999_2009.txt	1	OG001	0	Face	0		28					NUMBER	Percentage of lesions			ctg_placebo_onc_1999_2009.txt::NCT00304239::outcomeMeasures[1]::groups[OG001]::classes[0]::categories[0]
NCT00304239#om1#OG001	NCT00304239	ctg_placebo_onc_1999_2009.txt	1	OG001	1	Scalp	0		30					NUMBER	Percentage of lesions			ctg_placebo_onc_1999_2009.txt::NCT00304239::outcomeMeasures[1]::groups[OG001]::classes[1]::categories[0]
NCT00493636#om3#OG000	NCT00493636	ctg_placebo_onc_1999_2009.txt	3	OG000	0		0		19.8					NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00493636::outcomeMeasures[3]::groups[OG000]::classes[0]::categories[0]
NCT00493636#om3#OG001	NCT00493636	ctg_placebo_onc_1999_2009.txt	3	OG001	0		0		12.7					NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00493636::outcomeMeasures[3]::groups[OG001]::classes[0]::categories[0]
NCT00493636#om4#OG000	NCT00493636	ctg_placebo_onc_1999_2009.txt	4	OG000	0		0		94		68	134		MEDIAN	Days			ctg_placebo_onc_1999_2009.txt::NCT00493636::outcomeMeasures[4]::groups[OG000]::classes[0]::categories[0]
NCT00493636#om4#OG001	NCT00493636	ctg_placebo_onc_1999_2009.txt	4	OG001	0		0		147		86	372		MEDIAN	Days			ctg_placebo_onc_1999_2009.txt::NCT00493636::outcomeMeasures[4]::groups[OG001]::classes[0]::categories[0]
NCT00410124#om2#OG000	NCT00410124	ctg_placebo_onc_1999_2009.txt	2	OG000	0		0		1.8		0.6	4.2		NUMBER	Percentage of Participants			ctg_placebo_onc_1999_2009.txt::NCT00410124::outcomeMeasures[2]::groups[OG000]::classes[0]::categories[0]
NCT00410124#om2#OG001	NCT00410124	ctg_placebo_onc_1999_2009.txt	2	OG001	0		0		0.0		NA	NA	Upper and lower limit cannot be measured.	NUMBER	Percentage of Participants			ctg_placebo_onc_1999_2009.txt::NCT00410124::outcomeMeasures[2]::groups[OG001]::classes[0]::categories[0]
NCT00786994#om0#OG000	NCT00786994	ctg_placebo_onc_1999_2009.txt	0	OG000	0	Success: Downgrading or clearance	0		22					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00786994::outcomeMeasures[0]::groups[OG000]::classes[0]::categories[0]
NCT00786994#om0#OG000	NCT00786994	ctg_placebo_onc_1999_2009.txt	0	OG000	1	Failure: No downgrading or clearance	0		25					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00786994::outcomeMeasures[0]::groups[OG000]::classes[1]::categories[0]
NCT00786994#om0#OG001	NCT00786994	ctg_placebo_onc_1999_2009.txt	0	OG001	0	Success: Downgrading or clearance	0		17					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00786994::outcomeMeasures[0]::groups[OG001]::classes[0]::categories[0]
NCT00786994#om0#OG001	NCT00786994	ctg_placebo_onc_1999_2009.txt	0	OG001	1	Failure: No downgrading or clearance	0		22					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00786994::outcomeMeasures[0]::groups[OG001]::classes[1]::categories[0]
NCT00786994#om0#OG002	NCT00786994	ctg_placebo_onc_1999_2009.txt	0	OG002	0	Success: Downgrading or clearance	0		19					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00786994::outcomeMeasures[0]::groups[OG002]::classes[0]::categories[0]
NCT00786994#om0#OG002	NCT00786994	ctg_placebo_onc_1999_2009.txt	0	OG002	1	Failure: No downgrading or clearance	0		27					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00786994::outcomeMeasures[0]::groups[OG002]::classes[1]::categories[0]
NCT00974311#om7#OG000	NCT00974311	ctg_placebo_onc_1999_2009.txt	7	OG000	0		0		29					NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00974311::outcomeMeasures[7]::groups[OG000]::classes[0]::categories[0]
NCT00974311#om7#OG001	NCT00974311	ctg_placebo_onc_1999_2009.txt	7	OG001	0		0		4					NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00974311::outcomeMeasures[7]::groups[OG001]::classes[0]::categories[0]
NCT00262067#om1#OG000	NCT00262067	ctg_placebo_onc_1999_2009.txt	1	OG000	0		0		51.3		45.9	56.7		NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00262067::outcomeMeasures[1]::groups[OG000]::classes[0]::categories[0]
NCT00262067#om1#OG001	NCT00262067	ctg_placebo_onc_1999_2009.txt	1	OG001	0		0		37.9		30.7	45.2		NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00262067::outcomeMeasures[1]::groups[OG001]::classes[0]::categories[0]
NCT00262067#om1#OG002	NCT00262067	ctg_placebo_onc_1999_2009.txt	1	OG002	0		0		35.4		30.2	40.6		NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00262067::outcomeMeasures[1]::groups[OG002]::classes[0]::categories[0]
NCT00262067#om1#OG003	NCT00262067	ctg_placebo_onc_1999_2009.txt	1	OG003	0		0		23.6		17.6	30.7		NUMBER	Percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00262067::outcomeMeasures[1]::groups[OG003]::classes[0]::categories[0]
NCT00262067#om2#OG000	NCT00262067	ctg_placebo_onc_1999_2009.txt	2	OG000	0		0		8.3		7.2	10.7		MEDIAN	Months			ctg_placebo_onc_1999_2009.txt::NCT00262067::outcomeMeasures[2]::groups[OG000]::classes[0]::categories[0]
NCT00262067#om2#OG001	NCT00262067	ctg_placebo_onc_1999_2009.txt	2	OG001	0		0		7.1		6.2	8.8		MEDIAN	Months			ctg_placebo_onc_1999_2009.txt::NCT00262067::outcomeMeasures[2]::groups[OG001]::classes[0]::categories[0]
NCT00262067#om2#OG002	NCT00262067	ctg_placebo_onc_1999_2009.txt	2	OG002	0		0		9.2		8.5	10.4		MEDIAN	Months			ctg_placebo_onc_1999_2009.txt::NCT00262067::outcomeMeasures[2]::groups[OG002]::classes[0]::categories[0]
NCT00262067#om2#OG003	NCT00262067	ctg_placebo_onc_1999_2009.txt	2	OG003	0		0		7.2		5.1	9.3		MEDIAN	Months			ctg_placebo_onc_1999_2009.txt::NCT00262067::outcomeMeasures[2]::groups[OG003]::classes[0]::categories[0]
NCT00626106#om3#OG000	NCT00626106	ctg_placebo_onc_1999_2009.txt	3	OG000	0	Objective Response Rate	0		5					COUNT_OF_PARTICIPANTS	Participants			ctg_placebo_onc_1999_2009.txt::NCT00626106::outcomeMeasures[3]::groups[OG000]::classes[0]::categories[0]
NCT00626106#om3#OG000	NCT00626106	ctg_placebo_onc_1999_2009.txt	3	OG000	1	Clinical Benefit Rate	0		22					COUNT_OF_PARTICIPANTS	Participants			ctg_placebo_onc_1999_2009.txt::NCT00626106::outcomeMeasures[3]::groups[OG000]::classes[1]::categories[0]
NCT00626106#om3#OG001	NCT00626106	ctg_placebo_onc_1999_2009.txt	3	OG001	0	Objective Response Rate	0		4					COUNT_OF_PARTICIPANTS	Participants			ctg_placebo_onc_1999_2009.txt::NCT00626106::outcomeMeasures[3]::groups[OG001]::classes[0]::categories[0]
NCT00626106#om3#OG001	NCT00626106	ctg_placebo_onc_1999_2009.txt	3	OG001	1	Clinical Benefit Rate	0		10					COUNT_OF_PARTICIPANTS	Participants			ctg_placebo_onc_1999_2009.txt::NCT00626106::outcomeMeasures[3]::groups[OG001]::classes[1]::categories[0]
NCT00767520#om1#OG000	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG000	0	Complete response (CR)	0		0					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG000]::classes[0]::categories[0]
NCT00767520#om1#OG000	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG000	1	Partial response (PR)	0		3					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG000]::classes[1]::categories[0]
NCT00767520#om1#OG000	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG000	2	Stable Disease (SD)	0		21					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG000]::classes[2]::categories[0]
NCT00767520#om1#OG000	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG000	3	Disease Progression	0		15					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG000]::classes[3]::categories[0]
NCT00767520#om1#OG000	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG000	4	Unable to assess	0		2					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG000]::classes[4]::categories[0]
NCT00767520#om1#OG000	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG000	5	Not reported	0		8					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG000]::classes[5]::categories[0]
NCT00767520#om1#OG001	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG001	0	Complete response (CR)	0		0					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG001]::classes[0]::categories[0]
NCT00767520#om1#OG001	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG001	1	Partial response (PR)	0		0					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG001]::classes[1]::categories[0]
NCT00767520#om1#OG001	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG001	2	Stable Disease (SD)	0		14					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG001]::classes[2]::categories[0]
NCT00767520#om1#OG001	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG001	3	Disease Progression	0		23					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG001]::classes[3]::categories[0]
NCT00767520#om1#OG001	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG001	4	Unable to assess	0		1					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG001]::classes[4]::categories[0]
NCT00767520#om1#OG001	NCT00767520	ctg_placebo_onc_1999_2009.txt	1	OG001	5	Not reported	0		11					NUMBER	participants			ctg_placebo_onc_1999_2009.txt::NCT00767520::outcomeMeasures[1]::groups[OG001]::classes[5]::categories[0]
NCT00422903#om0#OG000	NCT00422903	ctg_placebo_onc_1999_2009.txt	0	OG000	0	CR	0		2					NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00422903::outcomeMeasures[0]::groups[OG000]::classes[0]::categories[0]
NCT00422903#om0#OG000	NCT00422903	ctg_placebo_onc_1999_2009.txt	0	OG000	1	PR	0		58					NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00422903::outcomeMeasures[0]::groups[OG000]::classes[1]::categories[0]
NCT00422903#om0#OG001	NCT00422903	ctg_placebo_onc_1999_2009.txt	0	OG001	0	CR	0		12					NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00422903::outcomeMeasures[0]::groups[OG001]::classes[0]::categories[0]
NCT00422903#om0#OG001	NCT00422903	ctg_placebo_onc_1999_2009.txt	0	OG001	1	PR	0		54					NUMBER	percentage of participants			ctg_placebo_onc_1999_2009.txt::NCT00422903::outcomeMeasures[0]::groups[OG001]::classes[1]::categories[0]
NCT00753675#om1#OG000	NCT00753675	ctg_placebo_onc_1999_2009.txt	1	OG000	0	Objective Response = NO	0		54					NUMBER	Participants			ctg_placebo_onc_1999_2009.txt::NCT00753675::outcomeMeasures[1]::groups[OG000]::classes[0]::categories[0]
NCT00753675#om1#OG000	NCT00753675	ctg_placebo_onc_1999_2009.txt	1	OG000	1	Objective Response = YES	0		2					NUMBER	Participants			ctg_placebo_onc_1999_2009.txt::NCT00753675::outcomeMeasures[1]::groups[OG000]::classes[1]::categories[0]
NCT00753675#om1#OG001	NCT00753675	ctg_placebo_onc_1999_2009.txt	1	OG001	0	Objective Response = NO	0		46					NUMBER	Participants			ctg_placebo_onc_1999_2009.txt::NCT00753675::outcomeMeasures[1]::groups[OG001]::classes[0]::categories[0]
NCT00753675#om1#OG001	NCT00753675	ctg_placebo_onc_1999_2009.txt	1	OG001	1	Objective Response = YES	0		11					NUMBER	Participants			ctg_placebo_onc_1999_2009.txt::NCT00753675::outcomeMeasures[1]::groups[OG001]::classes[1]::categories[0]
NCT00753675#om1#OG002	NCT00753675	ctg_placebo_onc_1999_2009.txt	1	OG002	0	Objective Response = NO	0		45					NUMBER	Participants			ctg_placebo_onc_1999_2009.txt::NCT00753675::outcomeMeasures[1]::groups[OG002]::classes[0]::categories[0]
NCT00753675#om1#OG002	NCT00753675	ctg_placebo_onc_1999_2009.txt	1	OG002	1	Objective Response = YES	0		7					NUMBER	Participants			ctg_placebo_onc_1999_2009.txt::NCT00753675::outcomeMeasures[1]::groups[OG002]::classes[1]::categories[0]
