Source Name	Comment [Sample_characteristics]	Comment [Sample_description]	Comment [Sample_description]	Comment [Sample_source_name]	Characteristics[Organism]	Term Source REF	Term Accession Number	Extract Name	Material Type	Labeled Extract Name	Label	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]
GSM91397 1	UHR	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2003-08/43640.gif	UHR	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM91397 extract 1	total RNA	GSM91397 LE 1	Cy3	GSM91397	A-GEOD-3290	P-GSE4303-1	P-GSE4303-2	GSM91397_sample_table.txt norm	GSM91397_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM91393 1	UHR	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2003-12/47597.gif	UHR	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM91393 extract 1	total RNA	GSM91393 LE 1	Cy3	GSM91393	A-GEOD-3335	P-GSE4303-1	P-GSE4303-2	GSM91393_sample_table.txt norm	GSM91393_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM91393 2	SX322-GIST_Total RNA-exon11	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2003-12/47597.gif	SX322-GIST_Total RNA-exon11	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM91393 extract 2	total RNA	GSM91393 LE 2	Cy5	GSM91393	A-GEOD-3335	P-GSE4303-1	P-GSE4303-2	GSM91393_sample_table.txt norm	GSM91393_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM91389 2	SX242-GIST_Total RNA-exon11	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2003-12/47587.gif	SX242-GIST_Total RNA-exon11	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM91389 extract 2	total RNA	GSM91389 LE 2	Cy5	GSM91389	A-GEOD-3335	P-GSE4303-1	P-GSE4303-2	GSM91389_sample_table.txt norm	GSM91389_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM91389 1	UHR	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2003-12/47587.gif	UHR	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM91389 extract 1	total RNA	GSM91389 LE 1	Cy3	GSM91389	A-GEOD-3335	P-GSE4303-1	P-GSE4303-2	GSM91389_sample_table.txt norm	GSM91389_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM91381 1	UHR	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2003-08/43957.gif	UHR	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM91381 extract 1	total RNA	GSM91381 LE 1	Cy3	GSM91381	A-GEOD-3290	P-GSE4303-1	P-GSE4303-2	GSM91381_sample_table.txt norm	GSM91381_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM91381 2	STT2001c-GIST-Total RNA	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2003-08/43957.gif	STT2001c-GIST-Total RNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM91381 extract 2	total RNA	GSM91381 LE 2	Cy5	GSM91381	A-GEOD-3290	P-GSE4303-1	P-GSE4303-2	GSM91381_sample_table.txt norm	GSM91381_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89930 1	CRG mRNA	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2001-10/21028.gif	CRG mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89930 extract 1	total RNA	GSM89930 LE 1	Cy3	GSM89930	A-GEOD-3289	P-GSE4303-1	P-GSE4303-2	GSM89930_sample_table.txt norm	GSM89930_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89930 2	STT1984 mRNA	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2001-10/21028.gif	STT1984 mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89930 extract 2	total RNA	GSM89930 LE 2	Cy5	GSM89930	A-GEOD-3289	P-GSE4303-1	P-GSE4303-2	GSM89930_sample_table.txt norm	GSM89930_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89925 1	CRG mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2001-11/21588.gif	CRG mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89925 extract 1	total RNA	GSM89925 LE 1	Cy3	GSM89925	A-GEOD-3288	P-GSE4303-1	P-GSE4303-2	GSM89925_sample_table.txt norm	GSM89925_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89925 2	STT491B-DFSP mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2001-11/21588.gif	STT491B-DFSP mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89925 extract 2	total RNA	GSM89925 LE 2	Cy5	GSM89925	A-GEOD-3288	P-GSE4303-1	P-GSE4303-2	GSM89925_sample_table.txt norm	GSM89925_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89924 1	CRH	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2002-07/30498.gif	CRH	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89924 extract 1	total RNA	GSM89924 LE 1	Cy3	GSM89924	A-GEOD-3290	P-GSE4303-1	P-GSE4303-2	GSM89924_sample_table.txt norm	GSM89924_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89924 2	STT3053-DFSP mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2002-07/30498.gif	STT3053-DFSP mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89924 extract 2	total RNA	GSM89924 LE 2	Cy5	GSM89924	A-GEOD-3290	P-GSE4303-1	P-GSE4303-2	GSM89924_sample_table.txt norm	GSM89924_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89913 2	STT154-DFSP mRNA	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2001-11/21581.gif	STT154-DFSP mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89913 extract 2	total RNA	GSM89913 LE 2	Cy5	GSM89913	A-GEOD-3288	P-GSE4303-1	P-GSE4303-2	GSM89913_sample_table.txt norm	GSM89913_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89913 1	CRG mRNA	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2001-11/21581.gif	CRG mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89913 extract 1	total RNA	GSM89913 LE 1	Cy3	GSM89913	A-GEOD-3288	P-GSE4303-1	P-GSE4303-2	GSM89913_sample_table.txt norm	GSM89913_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89898 2	STT3068-DFSP mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2002-07/30501.gif	STT3068-DFSP mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89898 extract 2	total RNA	GSM89898 LE 2	Cy5	GSM89898	A-GEOD-3290	P-GSE4303-1	P-GSE4303-2	GSM89898_sample_table.txt norm	GSM89898_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89898 1	CRH	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2002-07/30501.gif	CRH	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89898 extract 1	total RNA	GSM89898 LE 1	Cy3	GSM89898	A-GEOD-3290	P-GSE4303-1	P-GSE4303-2	GSM89898_sample_table.txt norm	GSM89898_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89893 1	CRG mRNA	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2001-10/21031.gif	CRG mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89893 extract 1	total RNA	GSM89893 LE 1	Cy3	GSM89893	A-GEOD-3289	P-GSE4303-1	P-GSE4303-2	GSM89893_sample_table.txt norm	GSM89893_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89893 2	STT1971 mRNA	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2001-10/21031.gif	STT1971 mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89893 extract 2	total RNA	GSM89893 LE 2	Cy5	GSM89893	A-GEOD-3289	P-GSE4303-1	P-GSE4303-2	GSM89893_sample_table.txt norm	GSM89893_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89892 1	CRH	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2002-07/30489.gif	CRH	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89892 extract 1	total RNA	GSM89892 LE 1	Cy3	GSM89892	A-GEOD-3289	P-GSE4303-1	P-GSE4303-2	GSM89892_sample_table.txt norm	GSM89892_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89892 2	STT1975-DFSP mRNA	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2002-07/30489.gif	STT1975-DFSP mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89892 extract 2	total RNA	GSM89892 LE 2	Cy5	GSM89892	A-GEOD-3289	P-GSE4303-1	P-GSE4303-2	GSM89892_sample_table.txt norm	GSM89892_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89883 2	STT3126-DFSP mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2002-10/31174.gif	STT3126-DFSP mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89883 extract 2	total RNA	GSM89883 LE 2	Cy5	GSM89883	A-GEOD-3290	P-GSE4303-1	P-GSE4303-2	GSM89883_sample_table.txt norm	GSM89883_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM89883 1	CRH	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2002-10/31174.gif	CRH	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM89883 extract 1	total RNA	GSM89883 LE 1	Cy3	GSM89883	A-GEOD-3290	P-GSE4303-1	P-GSE4303-2	GSM89883_sample_table.txt norm	GSM89883_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM77789 1	CRG mRNA	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2001-04/16275.gif	CRG mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM77789 extract 1	total RNA	GSM77789 LE 1	Cy3	GSM77789	A-GEOD-2937	P-GSE4303-1	P-GSE4303-2	GSM77789_sample_table.txt norm	GSM77789_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM77789 2	STT108B mRNA	Simple annotation: Primary tumor, tumor tissue	Image: http://smd.stanford.edu/MicroArray/gifs/2001-04/16275.gif	STT108B mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM77789 extract 2	total RNA	GSM77789 LE 2	Cy5	GSM77789	A-GEOD-2937	P-GSE4303-1	P-GSE4303-2	GSM77789_sample_table.txt norm	GSM77789_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM77781 2	STT840B mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2003-06/16148.gif	STT840B mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM77781 extract 2	total RNA	GSM77781 LE 2	Cy5	GSM77781	A-GEOD-2938	P-GSE4303-1	P-GSE4303-2	GSM77781_sample_table.txt norm	GSM77781_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM77781 1	CRG mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2003-06/16148.gif	CRG mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM77781 extract 1	total RNA	GSM77781 LE 1	Cy3	GSM77781	A-GEOD-2938	P-GSE4303-1	P-GSE4303-2	GSM77781_sample_table.txt norm	GSM77781_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM77765 1	CRG mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2003-06/16486.gif	CRG mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM77765 extract 1	total RNA	GSM77765 LE 1	Cy3	GSM77765	A-GEOD-2938	P-GSE4303-1	P-GSE4303-2	GSM77765_sample_table.txt norm	GSM77765_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM77765 2	STT638 mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2003-06/16486.gif	STT638 mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM77765 extract 2	total RNA	GSM77765 LE 2	Cy5	GSM77765	A-GEOD-2938	P-GSE4303-1	P-GSE4303-2	GSM77765_sample_table.txt norm	GSM77765_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM77763 1	CRG mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2003-06/16484.gif	CRG mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM77763 extract 1	total RNA	GSM77763 LE 1	Cy3	GSM77763	A-GEOD-2937	P-GSE4303-1	P-GSE4303-2	GSM77763_sample_table.txt norm	GSM77763_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
GSM77763 2	STT850 mRNA	Simple annotation: Primary tumor, Disease response	Image: http://smd.stanford.edu/MicroArray/gifs/2003-06/16484.gif	STT850 mRNA	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	GSM77763 extract 2	total RNA	GSM77763 LE 2	Cy5	GSM77763	A-GEOD-2937	P-GSE4303-1	P-GSE4303-2	GSM77763_sample_table.txt norm	GSM77763_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4303/E-GEOD-4303.processed.1.zip
