record_type	nct_id	payload_file	outcome_measure_index	outcome_measure_title	group_id	group_title	class_index	class_title	category_title	category_value_raw	category_value_int	producer_label	producer_kept	reported_denominator_participants	sum_all_integer_categories_in_class	residual_denominator_minus_sum	stored_cells_CR_PR_SD_PD	stored_evaluable_n	job1_classification	overwrite_scope	conflicting_overwrite	corrected_reading_status	note	source_pointer
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Progressive Disease (PD)	2	2	PD	kept	3	3	0	CR=0;PR=0;SD=0;PD=2	2	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG022]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Unknown	1	1		dropped	3	3	0	CR=0;PR=0;SD=0;PD=2	2	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG022]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Non-CR/Non-PD (NCRNPD)	0	0		dropped	3	3	0	CR=0;PR=0;SD=0;PD=2	2	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG022]
ROW	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	(corrected reading)		3			3	3	0	CR=0;PR=0;SD=0;PD=2	2	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG022]
CLASS	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0	<untitled>	(all 6 categories)		6		kept=4;dropped=2;overwritten=0	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE	dropped: Unknown | Non-CR/Non-PD (NCRNPD)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG023]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0	<untitled>	Complete Response (CR)	0	0	CR	kept	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG023]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0	<untitled>	Partial Response (PR)	0	0	PR	kept	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG023]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0	<untitled>	Stable Disease (SD)	1	1	SD	kept	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG023]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0	<untitled>	Progressive Disease (PD)	4	4	PD	kept	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG023]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0	<untitled>	Unknown	1	1		dropped	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG023]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0	<untitled>	Non-CR/Non-PD (NCRNPD)	0	0		dropped	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG023]
ROW	NCT02829723	ctg_results_bor_2014_2017.txt	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0	<untitled>	(corrected reading)		6			6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG023]
CLASS	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0	<untitled>	(all 5 categories)		5		kept=4;dropped=1;overwritten=0	5	5	0	CR=0;PR=0;SD=3;PD=1	4	unsupported	none	False	RECOVERABLE	dropped: Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG000]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0	<untitled>	Complete Response (irCR)	0	0	CR	kept	5	5	0	CR=0;PR=0;SD=3;PD=1	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG000]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0	<untitled>	Partial Response (irPR)	0	0	PR	kept	5	5	0	CR=0;PR=0;SD=3;PD=1	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG000]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0	<untitled>	Stable Disease (irSD)	3	3	SD	kept	5	5	0	CR=0;PR=0;SD=3;PD=1	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG000]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0	<untitled>	Progressive Disease (irPD)	1	1	PD	kept	5	5	0	CR=0;PR=0;SD=3;PD=1	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG000]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0	<untitled>	Unknown	1	1		dropped	5	5	0	CR=0;PR=0;SD=3;PD=1	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG000]
ROW	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0	<untitled>	(corrected reading)		5			5	5	0	CR=0;PR=0;SD=3;PD=1	4	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG000]
CLASS	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0	<untitled>	(all 5 categories)		6		kept=4;dropped=1;overwritten=0	6	6	0	CR=0;PR=0;SD=4;PD=0	4	unsupported	none	False	RECOVERABLE	dropped: Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG003]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0	<untitled>	Complete Response (irCR)	0	0	CR	kept	6	6	0	CR=0;PR=0;SD=4;PD=0	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG003]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0	<untitled>	Partial Response (irPR)	0	0	PR	kept	6	6	0	CR=0;PR=0;SD=4;PD=0	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG003]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0	<untitled>	Stable Disease (irSD)	4	4	SD	kept	6	6	0	CR=0;PR=0;SD=4;PD=0	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG003]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0	<untitled>	Progressive Disease (irPD)	0	0	PD	kept	6	6	0	CR=0;PR=0;SD=4;PD=0	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG003]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0	<untitled>	Unknown	2	2		dropped	6	6	0	CR=0;PR=0;SD=4;PD=0	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG003]
ROW	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0	<untitled>	(corrected reading)		6			6	6	0	CR=0;PR=0;SD=4;PD=0	4	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG003]
CLASS	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0	<untitled>	(all 5 categories)		5		kept=4;dropped=1;overwritten=0	5	5	0	CR=0;PR=0;SD=0;PD=3	3	unsupported	none	False	RECOVERABLE	dropped: Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG006]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0	<untitled>	Complete Response (irCR)	0	0	CR	kept	5	5	0	CR=0;PR=0;SD=0;PD=3	3	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG006]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0	<untitled>	Partial Response (irPR)	0	0	PR	kept	5	5	0	CR=0;PR=0;SD=0;PD=3	3	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG006]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0	<untitled>	Stable Disease (irSD)	0	0	SD	kept	5	5	0	CR=0;PR=0;SD=0;PD=3	3	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG006]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0	<untitled>	Progressive Disease (irPD)	3	3	PD	kept	5	5	0	CR=0;PR=0;SD=0;PD=3	3	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG006]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0	<untitled>	Unknown	2	2		dropped	5	5	0	CR=0;PR=0;SD=0;PD=3	3	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG006]
ROW	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0	<untitled>	(corrected reading)		5			5	5	0	CR=0;PR=0;SD=0;PD=3	3	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG006]
CLASS	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	0	<untitled>	(all 5 categories)		8		kept=4;dropped=1;overwritten=0	8	8	0	CR=0;PR=0;SD=3;PD=4	7	unsupported	none	False	RECOVERABLE	dropped: Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG008]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	0	<untitled>	Complete Response (irCR)	0	0	CR	kept	8	8	0	CR=0;PR=0;SD=3;PD=4	7	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG008]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	0	<untitled>	Partial Response (irPR)	0	0	PR	kept	8	8	0	CR=0;PR=0;SD=3;PD=4	7	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG008]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	0	<untitled>	Stable Disease (irSD)	3	3	SD	kept	8	8	0	CR=0;PR=0;SD=3;PD=4	7	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG008]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	0	<untitled>	Progressive Disease (irPD)	4	4	PD	kept	8	8	0	CR=0;PR=0;SD=3;PD=4	7	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG008]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	0	<untitled>	Unknown	1	1		dropped	8	8	0	CR=0;PR=0;SD=3;PD=4	7	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG008]
ROW	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	0	<untitled>	(corrected reading)		8			8	8	0	CR=0;PR=0;SD=3;PD=4	7	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG008]
CLASS	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	0	<untitled>	(all 5 categories)		7		kept=4;dropped=1;overwritten=0	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE	dropped: Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG010]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	0	<untitled>	Complete Response (irCR)	0	0	CR	kept	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG010]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	0	<untitled>	Partial Response (irPR)	0	0	PR	kept	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG010]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	0	<untitled>	Stable Disease (irSD)	2	2	SD	kept	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG010]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	0	<untitled>	Progressive Disease (irPD)	4	4	PD	kept	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG010]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	0	<untitled>	Unknown	1	1		dropped	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG010]
ROW	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	0	<untitled>	(corrected reading)		7			7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG010]
CLASS	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG017	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	0	<untitled>	(all 5 categories)		5		kept=4;dropped=1;overwritten=0	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE	dropped: Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG017]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG017	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	0	<untitled>	Complete Response (irCR)	0	0	CR	kept	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG017]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG017	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	0	<untitled>	Partial Response (irPR)	0	0	PR	kept	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG017]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG017	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	0	<untitled>	Stable Disease (irSD)	1	1	SD	kept	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG017]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG017	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	0	<untitled>	Progressive Disease (irPD)	3	3	PD	kept	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG017]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG017	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	0	<untitled>	Unknown	1	1		dropped	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG017]
ROW	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG017	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	0	<untitled>	(corrected reading)		5			5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG017]
CLASS	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	(all 5 categories)		4		kept=4;dropped=1;overwritten=0	4	4	0	CR=0;PR=0;SD=2;PD=1	3	unsupported	none	False	RECOVERABLE	dropped: Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG019]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Complete Response (irCR)	0	0	CR	kept	4	4	0	CR=0;PR=0;SD=2;PD=1	3	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG019]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Partial Response (irPR)	0	0	PR	kept	4	4	0	CR=0;PR=0;SD=2;PD=1	3	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG019]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Stable Disease (irSD)	2	2	SD	kept	4	4	0	CR=0;PR=0;SD=2;PD=1	3	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG019]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Progressive Disease (irPD)	1	1	PD	kept	4	4	0	CR=0;PR=0;SD=2;PD=1	3	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG019]
