record_type	nct_id	payload_file	outcome_measure_index	outcome_measure_title	group_id	group_title	class_index	class_title	category_title	category_value_raw	category_value_int	producer_label	producer_kept	reported_denominator_participants	sum_all_integer_categories_in_class	residual_denominator_minus_sum	stored_cells_CR_PR_SD_PD	stored_evaluable_n	job1_classification	overwrite_scope	conflicting_overwrite	corrected_reading_status	note	source_pointer
CLASS	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG000	Phase I Dose Escalation: MBG453 80mg Q2W ROW	0	<untitled>	(all 6 categories)		14		kept=4;dropped=2;overwritten=0	14	14	0	CR=0;PR=0;SD=4;PD=7	11	unsupported	none	False	RECOVERABLE	dropped: Non-CR/Non-PD (NCRNPD) | Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG000]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG000	Phase I Dose Escalation: MBG453 80mg Q2W ROW	0	<untitled>	Complete Response (CR)	0	0	CR	kept	14	14	0	CR=0;PR=0;SD=4;PD=7	11	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG000]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG000	Phase I Dose Escalation: MBG453 80mg Q2W ROW	0	<untitled>	Partial Response (PR)	0	0	PR	kept	14	14	0	CR=0;PR=0;SD=4;PD=7	11	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG000]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG000	Phase I Dose Escalation: MBG453 80mg Q2W ROW	0	<untitled>	Stable Disease (SD)	4	4	SD	kept	14	14	0	CR=0;PR=0;SD=4;PD=7	11	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG000]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG000	Phase I Dose Escalation: MBG453 80mg Q2W ROW	0	<untitled>	Progressive Disease (PD)	7	7	PD	kept	14	14	0	CR=0;PR=0;SD=4;PD=7	11	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG000]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG000	Phase I Dose Escalation: MBG453 80mg Q2W ROW	0	<untitled>	Non-CR/Non-PD (NCRNPD)	0	0		dropped	14	14	0	CR=0;PR=0;SD=4;PD=7	11	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG000]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG000	Phase I Dose Escalation: MBG453 80mg Q2W ROW	0	<untitled>	Unknown	3	3		dropped	14	14	0	CR=0;PR=0;SD=4;PD=7	11	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG000]
ROW	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG000	Phase I Dose Escalation: MBG453 80mg Q2W ROW	0	<untitled>	(corrected reading)		14			14	14	0	CR=0;PR=0;SD=4;PD=7	11	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG000]
CLASS	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG002	Phase I Dose Escalation: MBG453 800mg Q2W ROW	0	<untitled>	(all 6 categories)		16		kept=4;dropped=2;overwritten=0	16	16	0	CR=0;PR=0;SD=7;PD=8	15	unsupported	none	False	RECOVERABLE	dropped: Non-CR/Non-PD (NCRNPD) | Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG002]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG002	Phase I Dose Escalation: MBG453 800mg Q2W ROW	0	<untitled>	Complete Response (CR)	0	0	CR	kept	16	16	0	CR=0;PR=0;SD=7;PD=8	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG002]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG002	Phase I Dose Escalation: MBG453 800mg Q2W ROW	0	<untitled>	Partial Response (PR)	0	0	PR	kept	16	16	0	CR=0;PR=0;SD=7;PD=8	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG002]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG002	Phase I Dose Escalation: MBG453 800mg Q2W ROW	0	<untitled>	Stable Disease (SD)	7	7	SD	kept	16	16	0	CR=0;PR=0;SD=7;PD=8	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG002]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG002	Phase I Dose Escalation: MBG453 800mg Q2W ROW	0	<untitled>	Progressive Disease (PD)	8	8	PD	kept	16	16	0	CR=0;PR=0;SD=7;PD=8	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG002]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG002	Phase I Dose Escalation: MBG453 800mg Q2W ROW	0	<untitled>	Non-CR/Non-PD (NCRNPD)	0	0		dropped	16	16	0	CR=0;PR=0;SD=7;PD=8	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG002]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG002	Phase I Dose Escalation: MBG453 800mg Q2W ROW	0	<untitled>	Unknown	1	1		dropped	16	16	0	CR=0;PR=0;SD=7;PD=8	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG002]
ROW	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG002	Phase I Dose Escalation: MBG453 800mg Q2W ROW	0	<untitled>	(corrected reading)		16			16	16	0	CR=0;PR=0;SD=7;PD=8	15	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG002]
CLASS	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG008	Phase I Dose Escalation: MBG453 240mg Q4W ROW	0	<untitled>	(all 6 categories)		8		kept=4;dropped=2;overwritten=0	8	8	0	CR=0;PR=0;SD=3;PD=3	6	unsupported	none	False	RECOVERABLE	dropped: Non-CR/Non-PD (NCRNPD) | Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG008]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG008	Phase I Dose Escalation: MBG453 240mg Q4W ROW	0	<untitled>	Complete Response (CR)	0	0	CR	kept	8	8	0	CR=0;PR=0;SD=3;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG008]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG008	Phase I Dose Escalation: MBG453 240mg Q4W ROW	0	<untitled>	Partial Response (PR)	0	0	PR	kept	8	8	0	CR=0;PR=0;SD=3;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG008]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG008	Phase I Dose Escalation: MBG453 240mg Q4W ROW	0	<untitled>	Stable Disease (SD)	3	3	SD	kept	8	8	0	CR=0;PR=0;SD=3;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG008]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG008	Phase I Dose Escalation: MBG453 240mg Q4W ROW	0	<untitled>	Progressive Disease (PD)	3	3	PD	kept	8	8	0	CR=0;PR=0;SD=3;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG008]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG008	Phase I Dose Escalation: MBG453 240mg Q4W ROW	0	<untitled>	Non-CR/Non-PD (NCRNPD)	1	1		dropped	8	8	0	CR=0;PR=0;SD=3;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG008]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG008	Phase I Dose Escalation: MBG453 240mg Q4W ROW	0	<untitled>	Unknown	1	1		dropped	8	8	0	CR=0;PR=0;SD=3;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG008]
ROW	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG008	Phase I Dose Escalation: MBG453 240mg Q4W ROW	0	<untitled>	(corrected reading)		8			8	8	0	CR=0;PR=0;SD=3;PD=3	6	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG008]
CLASS	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG009	Phase I Dose Escalation: MBG453 800mg Q4W ROW	0	<untitled>	(all 6 categories)		9		kept=4;dropped=2;overwritten=0	9	9	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE	dropped: Non-CR/Non-PD (NCRNPD) | Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG009]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG009	Phase I Dose Escalation: MBG453 800mg Q4W ROW	0	<untitled>	Complete Response (CR)	0	0	CR	kept	9	9	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG009]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG009	Phase I Dose Escalation: MBG453 800mg Q4W ROW	0	<untitled>	Partial Response (PR)	0	0	PR	kept	9	9	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG009]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG009	Phase I Dose Escalation: MBG453 800mg Q4W ROW	0	<untitled>	Stable Disease (SD)	1	1	SD	kept	9	9	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG009]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG009	Phase I Dose Escalation: MBG453 800mg Q4W ROW	0	<untitled>	Progressive Disease (PD)	4	4	PD	kept	9	9	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG009]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG009	Phase I Dose Escalation: MBG453 800mg Q4W ROW	0	<untitled>	Non-CR/Non-PD (NCRNPD)	0	0		dropped	9	9	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG009]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG009	Phase I Dose Escalation: MBG453 800mg Q4W ROW	0	<untitled>	Unknown	4	4		dropped	9	9	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG009]
ROW	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG009	Phase I Dose Escalation: MBG453 800mg Q4W ROW	0	<untitled>	(corrected reading)		9			9	9	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG009]
CLASS	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG010	Phase I Dose Escalation: MBG453 1200mg Q4W ROW	0	<untitled>	(all 6 categories)		6		kept=4;dropped=2;overwritten=0	6	6	0	CR=0;PR=0;SD=0;PD=4	4	unsupported	none	False	RECOVERABLE	dropped: Non-CR/Non-PD (NCRNPD) | Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG010]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG010	Phase I Dose Escalation: MBG453 1200mg Q4W ROW	0	<untitled>	Complete Response (CR)	0	0	CR	kept	6	6	0	CR=0;PR=0;SD=0;PD=4	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG010]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG010	Phase I Dose Escalation: MBG453 1200mg Q4W ROW	0	<untitled>	Partial Response (PR)	0	0	PR	kept	6	6	0	CR=0;PR=0;SD=0;PD=4	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG010]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG010	Phase I Dose Escalation: MBG453 1200mg Q4W ROW	0	<untitled>	Stable Disease (SD)	0	0	SD	kept	6	6	0	CR=0;PR=0;SD=0;PD=4	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG010]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG010	Phase I Dose Escalation: MBG453 1200mg Q4W ROW	0	<untitled>	Progressive Disease (PD)	4	4	PD	kept	6	6	0	CR=0;PR=0;SD=0;PD=4	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG010]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG010	Phase I Dose Escalation: MBG453 1200mg Q4W ROW	0	<untitled>	Non-CR/Non-PD (NCRNPD)	0	0		dropped	6	6	0	CR=0;PR=0;SD=0;PD=4	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG010]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG010	Phase I Dose Escalation: MBG453 1200mg Q4W ROW	0	<untitled>	Unknown	2	2		dropped	6	6	0	CR=0;PR=0;SD=0;PD=4	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG010]
ROW	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG010	Phase I Dose Escalation: MBG453 1200mg Q4W ROW	0	<untitled>	(corrected reading)		6			6	6	0	CR=0;PR=0;SD=0;PD=4	4	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG010]
CLASS	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG013	Phase Ib Dose Escalation: MBG453 80mg Q2W + PDR001 80mg Q2W	0	<untitled>	(all 6 categories)		13		kept=4;dropped=2;overwritten=0	13	13	0	CR=0;PR=1;SD=7;PD=4	12	unsupported	none	False	RECOVERABLE	dropped: Non-CR/Non-PD (NCRNPD) | Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG013]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG013	Phase Ib Dose Escalation: MBG453 80mg Q2W + PDR001 80mg Q2W	0	<untitled>	Complete Response (CR)	0	0	CR	kept	13	13	0	CR=0;PR=1;SD=7;PD=4	12	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG013]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG013	Phase Ib Dose Escalation: MBG453 80mg Q2W + PDR001 80mg Q2W	0	<untitled>	Partial Response (PR)	1	1	PR	kept	13	13	0	CR=0;PR=1;SD=7;PD=4	12	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG013]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG013	Phase Ib Dose Escalation: MBG453 80mg Q2W + PDR001 80mg Q2W	0	<untitled>	Stable Disease (SD)	7	7	SD	kept	13	13	0	CR=0;PR=1;SD=7;PD=4	12	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG013]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG013	Phase Ib Dose Escalation: MBG453 80mg Q2W + PDR001 80mg Q2W	0	<untitled>	Progressive Disease (PD)	4	4	PD	kept	13	13	0	CR=0;PR=1;SD=7;PD=4	12	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG013]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG013	Phase Ib Dose Escalation: MBG453 80mg Q2W + PDR001 80mg Q2W	0	<untitled>	Non-CR/Non-PD (NCRNPD)	0	0		dropped	13	13	0	CR=0;PR=1;SD=7;PD=4	12	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG013]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG013	Phase Ib Dose Escalation: MBG453 80mg Q2W + PDR001 80mg Q2W	0	<untitled>	Unknown	1	1		dropped	13	13	0	CR=0;PR=1;SD=7;PD=4	12	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG013]
ROW	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG013	Phase Ib Dose Escalation: MBG453 80mg Q2W + PDR001 80mg Q2W	0	<untitled>	(corrected reading)		13			13	13	0	CR=0;PR=1;SD=7;PD=4	12	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG013]
CLASS	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG016	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	0	<untitled>	(all 6 categories)		5		kept=4;dropped=2;overwritten=0	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE	dropped: Non-CR/Non-PD (NCRNPD) | Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG016]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG016	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	0	<untitled>	Complete Response (CR)	0	0	CR	kept	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG016]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG016	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	0	<untitled>	Partial Response (PR)	0	0	PR	kept	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG016]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG016	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	0	<untitled>	Stable Disease (SD)	1	1	SD	kept	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG016]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG016	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	0	<untitled>	Progressive Disease (PD)	3	3	PD	kept	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG016]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG016	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	0	<untitled>	Non-CR/Non-PD (NCRNPD)	0	0		dropped	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG016]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG016	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	0	<untitled>	Unknown	1	1		dropped	5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG016]
ROW	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG016	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	0	<untitled>	(corrected reading)		5			5	5	0	CR=0;PR=0;SD=1;PD=3	4	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG016]
CLASS	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG017	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 240mg Q2W	0	<untitled>	(all 6 categories)		6		kept=4;dropped=2;overwritten=0	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE	dropped: Non-CR/Non-PD (NCRNPD) | Unknown	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG017]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG017	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 240mg Q2W	0	<untitled>	Complete Response (CR)	0	0	CR	kept	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG017]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG017	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 240mg Q2W	0	<untitled>	Partial Response (PR)	0	0	PR	kept	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG017]
CATEGORY	NCT02608268	ctg_results_bor_2014_2017.txt	7	Best Overall Response (BOR) Per RECIST v1.1	OG017	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 240mg Q2W	0	<untitled>	Stable Disease (SD)	1	1	SD	kept	6	6	0	CR=0;PR=0;SD=1;PD=4	5	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02608268] :: outcomeMeasures[7] :: groups[OG017]
