obs_id	nct	om_index	results_group_id	in_integrated_552	coverage_state	cohort_key	n_observations_in_cohort_set	unresolved_states	denominator_state	denominator_value_participants	reporting_status_state	usable_for_proportion	unusable_reason
NCT05269355#om3#OG001	NCT05269355	3	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT05269355||placebo and dacarbazine	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	PRESENT	105	POSTED	True	
NCT01338792#om0#OG000	NCT01338792	0	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT01338792||treatment (chemotherapy and enzyme inhibitor)	1	SINGLE_OBSERVATION	PRESENT	47	POSTED	True	
NCT00408564#om3#OG000	NCT00408564	3	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00408564||gemcitabine,oxaliplatin and cetuximab	1	SINGLE_OBSERVATION	PRESENT	38	POSTED	True	
NCT00900562#om0#OG000	NCT00900562	0	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00900562||endometrial cancer	1	SINGLE_OBSERVATION	PRESENT	10	POSTED	True	
NCT00900562#om0#OG001	NCT00900562	0	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00900562||cervical cancer	1	SINGLE_OBSERVATION	PRESENT	7	POSTED	True	
NCT00942162#om7#OG000	NCT00942162	7	OG000	yes	COVERED_BY_A_AND_C	NCT00942162||gsk2132231a gs+ group	1	SINGLE_OBSERVATION	PRESENT	71	POSTED	True	
NCT00942162#om7#OG001	NCT00942162	7	OG001	yes	COVERED_BY_A_AND_C	NCT00942162||gsk2132231a gs- group	1	SINGLE_OBSERVATION	PRESENT	50	POSTED	True	
NCT00942162#om7#OG002	NCT00942162	7	OG002	yes	COVERED_BY_A_AND_C	NCT00942162||gsk2132231a gs-unknown group	1	SINGLE_OBSERVATION	PRESENT	2	POSTED	True	
NCT00778102#om10#OG000	NCT00778102	10	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00778102||bevacizumab + mfolfox-6	1	SINGLE_OBSERVATION	PRESENT	39	POSTED	True	
NCT00778102#om10#OG001	NCT00778102	10	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00778102||bevacizumab + folfoxiri	1	SINGLE_OBSERVATION	PRESENT	41	POSTED	True	
NCT00382720#om1#OG000	NCT00382720	1	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00382720||(te) taxotere and eloxatin	1	SINGLE_OBSERVATION	PRESENT	78	POSTED	True	
NCT00382720#om1#OG001	NCT00382720	1	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00382720||(tef) taxotere, eloxatin and 5-fluorouracil	1	SINGLE_OBSERVATION	PRESENT	88	POSTED	True	
NCT00382720#om1#OG002	NCT00382720	1	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00382720||(tex) taxotere, eloxatin and xeloda	1	SINGLE_OBSERVATION	PRESENT	82	POSTED	True	
NCT01161173#om0#OG000	NCT01161173	0	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT01161173||erlotinib	1	SINGLE_OBSERVATION	PRESENT	249	POSTED	True	
NCT00804856#om1#OG000	NCT00804856	1	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase ii schedule c. ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	45	POSTED	True	
NCT00804856#om1#OG001	NCT00804856	1	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase ii schedule a. volasertib 350 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	42	POSTED	True	
NCT00804856#om3#OG000	NCT00804856	3	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 150 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	4	POSTED	True	
NCT00804856#om3#OG001	NCT00804856	3	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 200 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	3	POSTED	True	
NCT00804856#om3#OG002	NCT00804856	3	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 250 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	5	POSTED	True	
NCT00804856#om3#OG003	NCT00804856	3	OG003	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 300 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	9	POSTED	True	
NCT00804856#om3#OG004	NCT00804856	3	OG004	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 350 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	8	POSTED	True	
NCT00804856#om3#OG005	NCT00804856	3	OG005	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 400 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	3	POSTED	True	
NCT00804856#om3#OG006	NCT00804856	3	OG006	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||total phase i combined. schedule a	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	32	POSTED	True	
NCT00804856#om3#OG007	NCT00804856	3	OG007	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 150 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	11	POSTED	True	
NCT00804856#om3#OG008	NCT00804856	3	OG008	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 200 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	2	POSTED	True	
NCT00804856#om3#OG009	NCT00804856	3	OG009	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 350 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	5	POSTED	True	
NCT00804856#om3#OG010	NCT00804856	3	OG010	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 400 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	6	POSTED	True	
NCT00804856#om3#OG011	NCT00804856	3	OG011	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 450 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	23	POSTED	True	
NCT00804856#om3#OG012	NCT00804856	3	OG012	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 500 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	5	POSTED	True	
NCT00804856#om3#OG013	NCT00804856	3	OG013	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 550 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	4	POSTED	True	
NCT00804856#om3#OG014	NCT00804856	3	OG014	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||total phase i combined. schedule b	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	56	POSTED	True	
NCT00804856#om3#OG015	NCT00804856	3	OG015	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase ii schedule c. ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	45	POSTED	True	
NCT00804856#om3#OG016	NCT00804856	3	OG016	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase ii schedule a. volasertib 350 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	42	POSTED	True	
NCT00804856#om3#OG017	NCT00804856	3	OG017	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||total phase ii combined. schedule a and c	1	SINGLE_OBSERVATION	PRESENT	87	POSTED	True	
NCT00804856#om4#OG000	NCT00804856	4	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 150 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	4	POSTED	True	
NCT00804856#om4#OG001	NCT00804856	4	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 200 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	3	POSTED	True	
NCT00804856#om4#OG002	NCT00804856	4	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 250 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	5	POSTED	True	
NCT00804856#om4#OG003	NCT00804856	4	OG003	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 300 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	9	POSTED	True	
NCT00804856#om4#OG004	NCT00804856	4	OG004	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 350 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	8	POSTED	True	
NCT00804856#om4#OG005	NCT00804856	4	OG005	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule a. volasertib 400 mg+ldac	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	3	POSTED	True	
NCT00804856#om4#OG006	NCT00804856	4	OG006	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||total phase i combined. schedule a	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	32	POSTED	True	
NCT00804856#om4#OG007	NCT00804856	4	OG007	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 150 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	11	POSTED	True	
NCT00804856#om4#OG008	NCT00804856	4	OG008	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 200 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	2	POSTED	True	
NCT00804856#om4#OG009	NCT00804856	4	OG009	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 350 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	5	POSTED	True	
NCT00804856#om4#OG010	NCT00804856	4	OG010	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 400 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	6	POSTED	True	
NCT00804856#om4#OG011	NCT00804856	4	OG011	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 450 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	23	POSTED	True	
NCT00804856#om4#OG012	NCT00804856	4	OG012	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 500 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	5	POSTED	True	
NCT00804856#om4#OG013	NCT00804856	4	OG013	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||phase i schedule b. volasertib 550 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	4	POSTED	True	
NCT00804856#om4#OG014	NCT00804856	4	OG014	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00804856||total phase i combined. schedule b	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	56	POSTED	True	
NCT00962091#om13#OG000	NCT00962091	13	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00962091||dose escalation cohort	1	SINGLE_OBSERVATION	PRESENT	2	POSTED	True	
NCT00962091#om13#OG001	NCT00962091	13	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00962091||part a: relative bioavailability os/pic (sequence a)	1	SINGLE_OBSERVATION	PRESENT	8	POSTED	True	
NCT00962091#om13#OG002	NCT00962091	13	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00962091||part a: relative bioavailability pic/os (sequence b)	1	SINGLE_OBSERVATION	PRESENT	9	POSTED	True	
NCT00962091#om13#OG003	NCT00962091	13	OG003	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00962091||part b: os food effect fed/fasted (sequence a)	1	SINGLE_OBSERVATION	PRESENT	3	POSTED	True	
NCT00962091#om13#OG004	NCT00962091	13	OG004	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00962091||part b: os food effect fasted/fed (sequence b)	1	SINGLE_OBSERVATION	PRESENT	3	POSTED	True	
NCT00962091#om13#OG005	NCT00962091	13	OG005	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00962091||part c: ect food effect fed/fasted (sequence a)	1	SINGLE_OBSERVATION	PRESENT	12	POSTED	True	
NCT00962091#om13#OG006	NCT00962091	13	OG006	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00962091||part c: ect food effect fasted/fed (sequence b)	1	SINGLE_OBSERVATION	PRESENT	12	POSTED	True	
NCT00617773#om0#OG000	NCT00617773	0	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00617773||hu3s193	1	SINGLE_OBSERVATION	PRESENT	26	POSTED	True	
NCT02053610#om5#OG000	NCT02053610	5	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT02053610||rituximab + chlorambucil (rclb)	1	SINGLE_OBSERVATION	PRESENT	330	POSTED	True	
NCT02053610#om5#OG001	NCT02053610	5	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT02053610||obinutuzumab + chlorambucil (gclb)	1	SINGLE_OBSERVATION	PRESENT	333	POSTED	True	
NCT00910091#om7#OG000	NCT00910091	7	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00910091||arm a: bn83495 40 mg	1	SINGLE_OBSERVATION	PRESENT	36	POSTED	True	
NCT00910091#om7#OG001	NCT00910091	7	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00910091||arm b: ma 160 mg	1	SINGLE_OBSERVATION	PRESENT	37	POSTED	True	
NCT00407563#om1#OG000	NCT00407563	1	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00407563||bevacizumab and abraxane	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	48	POSTED	True	
NCT00407563#om4#OG000	NCT00407563	4	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00407563||bevacizumab and abraxane	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	48	POSTED	True	
NCT02491892#om0#OG000	NCT02491892	0	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT02491892||pertuzumab 420 mg	6	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	41	POSTED	True	
NCT02491892#om0#OG001	NCT02491892	0	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT02491892||pertuzumab 1050 mg	6	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	37	POSTED	True	
NCT02491892#om1#OG000	NCT02491892	1	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT02491892||pertuzumab 420 mg	6	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	41	POSTED	True	
NCT02491892#om1#OG001	NCT02491892	1	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT02491892||pertuzumab 1050 mg	6	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	37	POSTED	True	
NCT02491892#om2#OG000	NCT02491892	2	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT02491892||pertuzumab 420 mg	6	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	41	POSTED	True	
NCT02491892#om2#OG001	NCT02491892	2	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT02491892||pertuzumab 1050 mg	6	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	37	POSTED	True	
NCT02491892#om3#OG000	NCT02491892	3	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT02491892||pertuzumab 420 mg	6	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	41	POSTED	True	
NCT02491892#om3#OG001	NCT02491892	3	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT02491892||pertuzumab 1050 mg	6	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	37	POSTED	True	
