obs_id	nct	om_index	results_group_id	in_integrated_552	coverage_state	cohort_key	n_observations_in_cohort_set	unresolved_states	denominator_state	denominator_value_participants	reporting_status_state	usable_for_proportion	unusable_reason
NCT00940225#om0#OG000	NCT00940225	0	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||lead-in stage - crpc	1	SINGLE_OBSERVATION	PRESENT	171	POSTED	True	
NCT00940225#om0#OG001	NCT00940225	0	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||lead-in stage - melanoma	1	SINGLE_OBSERVATION	PRESENT	77	POSTED	True	
NCT00940225#om0#OG002	NCT00940225	0	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||lead-in stage - nsclc	1	SINGLE_OBSERVATION	PRESENT	60	POSTED	True	
NCT00940225#om0#OG003	NCT00940225	0	OG003	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||lead-in stage - pancreatic cancer	1	SINGLE_OBSERVATION	PRESENT	20	POSTED	True	
NCT00940225#om0#OG004	NCT00940225	0	OG004	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||lead-in stage - gastric/gej	1	SINGLE_OBSERVATION	PRESENT	21	POSTED	True	
NCT00940225#om0#OG005	NCT00940225	0	OG005	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||lead-in stage - hepatocellular carcinoma	1	SINGLE_OBSERVATION	PRESENT	41	POSTED	True	
NCT00940225#om0#OG006	NCT00940225	0	OG006	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||lead-in stage - sclc	1	SINGLE_OBSERVATION	PRESENT	21	POSTED	True	
NCT00940225#om0#OG007	NCT00940225	0	OG007	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||lead-in stage - ovarian cancer	1	SINGLE_OBSERVATION	PRESENT	70	POSTED	True	
NCT00940225#om0#OG008	NCT00940225	0	OG008	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||lead-in stage - metastatic breast cancer	1	SINGLE_OBSERVATION	PRESENT	45	POSTED	True	
NCT00940225#om0#OG009	NCT00940225	0	OG009	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||lead-in stage - nre ovarian cancer	1	SINGLE_OBSERVATION	PRESENT	60	POSTED	True	
NCT00940225#om3#OG000	NCT00940225	3	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||crpc	1	SINGLE_OBSERVATION	PRESENT	15	POSTED	True	
NCT00940225#om3#OG001	NCT00940225	3	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||melanoma	1	SINGLE_OBSERVATION	PRESENT	6	POSTED	True	
NCT00940225#om3#OG002	NCT00940225	3	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||nsclc	1	SINGLE_OBSERVATION	PRESENT	6	POSTED	True	
NCT00940225#om3#OG003	NCT00940225	3	OG003	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||hepatocellular carcinoma	1	SINGLE_OBSERVATION	PRESENT	3	POSTED	True	
NCT00940225#om3#OG004	NCT00940225	3	OG004	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||ovarian cancer	1	SINGLE_OBSERVATION	PRESENT	15	POSTED	True	
NCT00940225#om3#OG005	NCT00940225	3	OG005	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00940225||metastatic breast cancer	1	SINGLE_OBSERVATION	PRESENT	6	POSTED	True	
NCT00418886#om3#OG000	NCT00418886	3	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00418886||vandetanib plus pemetrexed	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA	PRESENT	256	POSTED	True	
NCT00418886#om3#OG001	NCT00418886	3	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00418886||placebo plus pemetrexed	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA	PRESENT	278	POSTED	True	
NCT00418886#om4#OG000	NCT00418886	4	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00418886||vandetanib plus pemetrexed	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA	PRESENT	256	POSTED	True	
NCT00418886#om4#OG001	NCT00418886	4	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00418886||placebo plus pemetrexed	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA	PRESENT	278	POSTED	True	
NCT00738699#om2#OG000	NCT00738699	2	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00738699||morab-003 (farletuzumab) plus paclitaxel	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	275	POSTED	True	
NCT00738699#om2#OG001	NCT00738699	2	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00738699||placebo (normal saline) plus paclitaxel	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	140	POSTED	True	
NCT00738699#om5#OG000	NCT00738699	5	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00738699||morab-003 (farletuzumab) plus paclitaxel	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	REPORTED_ZERO	0	POSTED	False	REPORTED_ZERO|NONCOLLECTION_STATEMENT
NCT00738699#om5#OG001	NCT00738699	5	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00738699||placebo (normal saline) plus paclitaxel	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	REPORTED_ZERO	0	POSTED	False	REPORTED_ZERO|NONCOLLECTION_STATEMENT
NCT00565370#om2#OG000	NCT00565370	2	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00565370||xp plus sorafenib	1	SINGLE_OBSERVATION	PRESENT	16	POSTED	True	
NCT00659438#om3#OG000	NCT00659438	3	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00659438||vandetanib	1	SINGLE_OBSERVATION	PRESENT	47	POSTED	True	
NCT00659438#om3#OG001	NCT00659438	3	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00659438||placebo	1	SINGLE_OBSERVATION	PRESENT	48	POSTED	True	
NCT00321893#om2#OG000	NCT00321893	2	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00321893||arm i: budesonide	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	98	POSTED	True	
NCT00321893#om2#OG001	NCT00321893	2	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00321893||arm ii: placebo	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	100	POSTED	True	
NCT00321893#om3#OG000	NCT00321893	3	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00321893||arm i: budesonide	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	98	POSTED	True	
NCT00321893#om3#OG001	NCT00321893	3	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00321893||arm ii: placebo	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	100	POSTED	True	
NCT00437294#om5#OG000	NCT00437294	5	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00437294||capecitabine + enzastaurin	1	SINGLE_OBSERVATION	PRESENT	42	POSTED	True	
NCT00437294#om5#OG001	NCT00437294	5	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00437294||capecitabine + placebo	1	SINGLE_OBSERVATION	PRESENT	43	POSTED	True	
NCT00613626#om2#OG000	NCT00613626	2	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00613626||arm a: zd6474 matched placebo	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	26	POSTED	True	
NCT00613626#om2#OG001	NCT00613626	2	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00613626||arm b: zd6474	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	28	POSTED	True	
NCT00613626#om3#OG000	NCT00613626	3	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00613626||arm a: zd6474 matched placebo	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	26	POSTED	True	NONCOLLECTION_STATEMENT
NCT00613626#om3#OG001	NCT00613626	3	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00613626||arm b: zd6474	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	PRESENT	28	POSTED	True	NONCOLLECTION_STATEMENT
NCT00304239#om0#OG000	NCT00304239	0	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00304239||metvix-pdt	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	57	POSTED	True	
NCT00304239#om0#OG001	NCT00304239	0	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00304239||vehicle-pdt	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	58	POSTED	True	
NCT00304239#om1#OG000	NCT00304239	1	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00304239||metvix-pdt	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	57	POSTED	True	
NCT00304239#om1#OG001	NCT00304239	1	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00304239||vehicle-pdt	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	PRESENT	58	POSTED	True	
NCT00493636#om3#OG000	NCT00493636	3	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00493636||a (sorafenib + gemcitabine or capecitabine)	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	81	POSTED	True	
NCT00493636#om3#OG001	NCT00493636	3	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00493636||b (placebo + gemcitabine or capecitabine)	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	79	POSTED	True	
NCT00493636#om4#OG000	NCT00493636	4	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00493636||a (sorafenib + gemcitabine or capecitabine)	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	81	POSTED	True	
NCT00493636#om4#OG001	NCT00493636	4	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00493636||b (placebo + gemcitabine or capecitabine)	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	79	POSTED	True	
NCT00752986#om1#OG000	NCT00752986	1	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00752986||vandetanib at the dose of 100 mg	1	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	REPORTED_ZERO	0	POSTED	False	REPORTED_ZERO
NCT00752986#om1#OG001	NCT00752986	1	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00752986||vandetanib at the dose of 300 mg	1	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	REPORTED_ZERO	0	POSTED	False	REPORTED_ZERO
NCT00752986#om1#OG002	NCT00752986	1	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00752986||placebo to match vandetanib 100 mg and 300 mg	1	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	REPORTED_ZERO	0	POSTED	False	REPORTED_ZERO
NCT00410124#om2#OG000	NCT00410124	2	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00410124||rad001 +bsc	1	SINGLE_OBSERVATION	PRESENT	277	POSTED	True	
NCT00410124#om2#OG001	NCT00410124	2	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00410124||placebo + bsc	1	SINGLE_OBSERVATION	PRESENT	139	POSTED	True	
NCT00786994#om0#OG000	NCT00786994	0	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00786994||a - oleogel-s10 once daily	1	SINGLE_OBSERVATION	PRESENT	47	POSTED	True	
NCT00786994#om0#OG001	NCT00786994	0	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00786994||b - oleogel-s10 twice daily	1	SINGLE_OBSERVATION	PRESENT	39	POSTED	True	
NCT00786994#om0#OG002	NCT00786994	0	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00786994||c/d - placebo once or twice daily	1	SINGLE_OBSERVATION	PRESENT	46	POSTED	True	
NCT00974311#om7#OG000	NCT00974311	7	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00974311||enzalutamide	1	SINGLE_OBSERVATION	PRESENT	446	POSTED	True	
NCT00974311#om7#OG001	NCT00974311	7	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00974311||placebo	1	SINGLE_OBSERVATION	PRESENT	208	POSTED	True	
NCT00262067#om1#OG000	NCT00262067	1	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00262067||bevacizumab 15 mg/kg + taxane or anthracycline-based regimen	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	345	POSTED	True	
NCT00262067#om1#OG001	NCT00262067	1	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00262067||placebo to bevacizumab + taxane or anthracycline-based regimen	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	177	POSTED	True	
NCT00262067#om1#OG002	NCT00262067	1	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00262067||bevacizumab 15 mg/kg + capecitabine	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	325	POSTED	True	
NCT00262067#om1#OG003	NCT00262067	1	OG003	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00262067||placebo to bevacizumab + capecitabine	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	161	POSTED	True	
NCT00262067#om2#OG000	NCT00262067	2	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00262067||bevacizumab 15 mg/kg + taxane or anthracycline-based regimen	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	177	POSTED	True	
NCT00262067#om2#OG001	NCT00262067	2	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00262067||placebo to bevacizumab + taxane or anthracycline-based regimen	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	67	POSTED	True	
NCT00262067#om2#OG002	NCT00262067	2	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00262067||bevacizumab 15 mg/kg + capecitabine	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	115	POSTED	True	
NCT00262067#om2#OG003	NCT00262067	2	OG003	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00262067||placebo to bevacizumab + capecitabine	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	38	POSTED	True	
NCT00626106#om3#OG000	NCT00626106	3	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00626106||arm a: amg 479 12 mg/kg iv q2w + endocrine therapy	1	SINGLE_OBSERVATION	PRESENT	63	POSTED	True	
NCT00626106#om3#OG001	NCT00626106	3	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00626106||arm b: placebo iv q2w + endocrine therapy	1	SINGLE_OBSERVATION	PRESENT	32	POSTED	True	
NCT00767520#om1#OG000	NCT00767520	1	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00767520||exemestane + dasatinib	1	SINGLE_OBSERVATION	PRESENT	49	POSTED	True	
NCT00767520#om1#OG001	NCT00767520	1	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00767520||exemestane + placebo	1	SINGLE_OBSERVATION	PRESENT	49	POSTED	True	
NCT00422903#om0#OG000	NCT00422903	0	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00422903||letrozole + placebo	1	SINGLE_OBSERVATION	PRESENT	48	POSTED	True	
NCT00422903#om0#OG001	NCT00422903	0	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00422903||letrozole + lapatinib	1	SINGLE_OBSERVATION	PRESENT	41	POSTED	True	
NCT00753675#om1#OG000	NCT00753675	1	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00753675||arm a vandetanib 300 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	56	POSTED	True	
NCT00753675#om1#OG001	NCT00753675	1	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00753675||arm b vandetanib 100mg + gemcitab	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	57	POSTED	True	
NCT00753675#om1#OG002	NCT00753675	1	OG002	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00753675||arm c placebo+ gemcitabine	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	52	POSTED	True	
NCT00753675#om2#OG000	NCT00753675	2	OG000	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00753675||arm a vandetanib 300 mg	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	56	POSTED	True	
NCT00753675#om2#OG001	NCT00753675	2	OG001	no	B_ONLY__NO_DENOMINATOR_CATEGORY_OR_ARM_COMPONENT	NCT00753675||arm b vandetanib 100mg + gemcitab	2	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	PRESENT	57	POSTED	True	
