nct	group_norm	resolved_at_step	candidates_still_competing
NCT02667886	x4p-001 400 mg qd with axitinib	f (smallest outcome index)	3
NCT02939183	oprozomib ir 150 mg/day + dexamethsone	f (smallest outcome index)	2
NCT02939183	oprozomib gr 150 mg/day + dexamethasone	f (smallest outcome index)	2
NCT02939183	oprozomib ir 150 mg/day + pomalidomide + dexamethasone	f (smallest outcome index)	2
NCT02939183	oprozomib gr 150 mg/day + pomalidomide + dexamethasone	f (smallest outcome index)	2
NCT02939183	oprozomib ir 200 mg/day + pomalidomide + dexamethasone	f (smallest outcome index)	2
NCT02939183	oprozomib gr 200 mg/day + pomalidomide + dexamethasone	f (smallest outcome index)	2
NCT02939183	oprozomib ir 225 mg/day + pomalidomide + dexamethasone	f (smallest outcome index)	2
NCT02939183	oprozomib ir 250 mg/day + pomalidomide + dexamethasone	f (smallest outcome index)	2
NCT02789345	arm a/cohort a: ramucirumab + osimertinib	f (smallest outcome index)	2
NCT02941926	ribociclib + letrozole + goserelin/leuprolide	f (smallest outcome index)	2
NCT02108964	egf816 75 mg (phase i part)	f (smallest outcome index)	2
NCT02108964	egf816 100 mg (phase i part)	f (smallest outcome index)	2
NCT02108964	egf816 150 mg (phase i part)	f (smallest outcome index)	2
NCT02108964	egf816 200 mg (phase i part)	f (smallest outcome index)	2
NCT02108964	egf816 225 mg (phase i part)	f (smallest outcome index)	2
NCT02108964	egf816 300 mg (phase i part)	f (smallest outcome index)	2
NCT02108964	egf816 350 mg (phase i part)	f (smallest outcome index)	2
NCT02319044	total	f (smallest outcome index)	2
NCT02625610	chemotherapy + best supportive care (bsc)	f (smallest outcome index)	2
NCT02625610	avelumab	f (smallest outcome index)	2
NCT02323126	nivolumab and egf816	f (smallest outcome index)	2
NCT02323126	nivolumab and inc280, high cmet	f (smallest outcome index)	2
NCT02323126	nivolumab and inc280, low cmet	f (smallest outcome index)	2
NCT02886585	neoplastic meningitis-cohort c	f (smallest outcome index)	2
NCT03085225	dose escalation (trabectedin dose level 1,0 mg/m2)	f (smallest outcome index)	2
NCT03085225	dose escalation (trabectedin dose level 1,2 mg/m2)	f (smallest outcome index)	2
NCT03222856	pembrolizumab + eribulin	e (largest Participants denominator)	2
NCT03125200	part 1: dose 30μg/kg	f (smallest outcome index)	2
NCT03125200	part 1: dose 60μg/kg	f (smallest outcome index)	2
NCT03125200	part 1: dose 120μg/kg	f (smallest outcome index)	2
NCT03125200	part 1: dose 150μg/kg	f (smallest outcome index)	2
NCT03125200	part 1: dose 180μg/kg	f (smallest outcome index)	2
NCT03125200	part 1: dose 210μg/kg	f (smallest outcome index)	2
NCT03125200	part 1: dose 240μg/kg	f (smallest outcome index)	2
NCT03215706	treatment a	e (largest Participants denominator)	2
NCT03215706	treatment b	e (largest Participants denominator)	2
NCT02992743	reduced lymphodepletion dose plus gsk3377794	f (smallest outcome index)	2
NCT02992743	standard lymphodepletion dose plus gsk3377794	f (smallest outcome index)	2
NCT03279237	folfirinox + pre-operative radiation	f (smallest outcome index)	2
NCT02712905	group a: incb059872 monotherapy; 2 mg qod	e (largest Participants denominator)	2
NCT02712905	group a: incb059872 monotherapy; 2 mg qd	e (largest Participants denominator)	2
NCT02712905	group a: incb059872 monotherapy; 3 mg qod	f (smallest outcome index)	2
NCT02712905	group a: incb059872 monotherapy; 3 mg qd	e (largest Participants denominator)	2
NCT02712905	group a: incb059872 monotherapy; 4 mg qd	e (largest Participants denominator)	2
NCT02712905	group a: incb059872 monotherapy; 5 mg qd	e (largest Participants denominator)	2
NCT02712905	group b: incb059872 monotherapy; 1 mg qd	f (smallest outcome index)	2
NCT02712905	group b: incb059872 monotherapy; 2 mg qod	f (smallest outcome index)	2
NCT02712905	group b: incb059872 monotherapy; 2 mg qd	f (smallest outcome index)	2
NCT02712905	group b: incb059872 monotherapy; 3 mg qod	f (smallest outcome index)	2
NCT02712905	group b: incb059872 monotherapy; 3 mg qd	f (smallest outcome index)	2
NCT02712905	group b: incb059872 monotherapy; 4 mg qod	f (smallest outcome index)	2
NCT02712905	group c: combination therapy; incb059872 2 mg qd + atra	e (largest Participants denominator)	2
NCT02712905	group c: combination therapy; incb059872 3 mg qd + atra	e (largest Participants denominator)	2
NCT02712905	group c: combination therapy; incb059872 4 mg qd + atra	e (largest Participants denominator)	2
NCT02712905	group d: combination therapy; incb059872 2 mg qd + azacitidine	e (largest Participants denominator)	2
NCT02712905	group d: combination therapy; incb059872 3 mg qd + azacitidine	e (largest Participants denominator)	2
NCT02712905	group e: combination therapy; incb059872 3 mg qod + nivolumab	f (smallest outcome index)	2
NCT02675231	150 mg abemaciclib + 8 mg/kg trastuzumab + 500 mg fulvestrant	f (smallest outcome index)	3
NCT02675231	150 mg abemaciclib + 8 mg/kg trastuzumab	f (smallest outcome index)	3
NCT02675231	8 mg/kg trastuzumab + standard of care chemotherapy	f (smallest outcome index)	3
NCT02756364	arm a: fulvestrant 500 mg	f (smallest outcome index)	2
NCT02756364	arm b: fulvestrant 500 mg + sapanisertib 4 mg qd	f (smallest outcome index)	2
NCT02756364	arm c: fulvestrant 500 mg + sapanisertib 30 mg qw	f (smallest outcome index)	2
NCT02335944	phase ib part- inc280 200mg bid/ egf816 50mg qd	f (smallest outcome index)	2
NCT02335944	phase ib part- inc280 200mg bid/ egf816 100mg qd	f (smallest outcome index)	2
NCT02335944	phase ib part- inc280 400mg bid/ egf816 75mg qd	f (smallest outcome index)	2
NCT02335944	phase ib part- inc280 400mg bid/ egf816 100mg qd	f (smallest outcome index)	2
NCT02335944	phase ib part- inc280 400mg bid/ egf816 150mg qd	f (smallest outcome index)	2
NCT02335944	phase ii- group 4 (egfrmut, any t790m, any met, 1/3l antineoplastic)	f (smallest outcome index)	2
NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - tnbc	f (smallest outcome index)	2
NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - pc	f (smallest outcome index)	2
NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - ec	f (smallest outcome index)	2
NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - me	f (smallest outcome index)	2
NCT02807844	ph ib: mcs110 1 mg/kg q3w + pdr001 100 mg q3w	f (smallest outcome index)	3
NCT02807844	ph ib: mcs110 3 mg/kg q3w + pdr001 100 mg q3w	f (smallest outcome index)	3
NCT02807844	ph ib: mcs110 3 mg/kg q3w + pdr001 300 mg q3w	f (smallest outcome index)	3
NCT02807844	ph ib: mcs110 5 mg/kg q3w + pdr001 300 mg q3w	f (smallest outcome index)	3
NCT02807844	ph ib: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w	f (smallest outcome index)	3
NCT02807844	ph ib: mcs110 10 mg/kg q3w + pdr001 300 mg q3w	f (smallest outcome index)	3
NCT02658084	phase 2: t-dm1 + rp2d vinorelbine	f (smallest outcome index)	2
NCT02839707	arm i (pld, atezolizumab)	e (largest Participants denominator)	2
NCT02839707	arm ii (pld, bevacizumab, atezolizumab)	e (largest Participants denominator)	2
NCT02839707	arm iii (pld, bevacizumab)	e (largest Participants denominator)	2
NCT03098030	part 2: dinutuximab + irinotecan	f (smallest outcome index)	2
NCT03098030	part 2: irinotecan	f (smallest outcome index)	2
NCT03098030	part 2: topotecan	f (smallest outcome index)	2
NCT02631577	atezolizumab-g-lena 15mg	f (smallest outcome index)	2
NCT02631577	atezolizumab-g-lena 20mg	f (smallest outcome index)	2
NCT02626000	talimogene laherparepvec + pembrolizumab	f (smallest outcome index)	3
NCT02458638	atezolizumab	f (smallest outcome index)	3
NCT02341456	cohort 1	f (smallest outcome index)	2
NCT02341456	cohort 1a	f (smallest outcome index)	2
NCT02341456	cohort 2	f (smallest outcome index)	2
NCT02516553	phase ib - schedule b: 2 or 2.5 mg bi 894999 (sclc patients)	f (smallest outcome index)	2
NCT02516553	phase ib - schedule b: 2.5 mg bi 894999 (crc patients)	f (smallest outcome index)	2
NCT02516553	phase ib - schedule b: 2 or 2.5 mg bi 894999 (mcrpc patients)	f (smallest outcome index)	2
NCT02516553	phase ib - schedule b: 2.5 mg bi 894999 (nc patients)	f (smallest outcome index)	2
NCT02516553	phase ib - schedule c: 6/3 or 7/3.5 mg bi 894999 (nc patients)	f (smallest outcome index)	2
NCT03138538	m8891 7 mg	f (smallest outcome index)	2
NCT03138538	m8891 12 mg	f (smallest outcome index)	2
NCT03138538	m8891 20 mg	f (smallest outcome index)	2
NCT03138538	m8891 35 mg	f (smallest outcome index)	2
NCT03138538	m8891 60 mg	f (smallest outcome index)	2
NCT03138538	m8891 80 mg	f (smallest outcome index)	2
NCT02454478	lenvatinib 18 mg + everolimus 5 mg	f (smallest outcome index)	3
NCT02899299	treatment a	f (smallest outcome index)	2
NCT02899299	treatment b	f (smallest outcome index)	2
NCT02528357	part 1: gsk3174998 0.003 mg/kg	f (smallest outcome index)	2
NCT02528357	part 1: gsk3174998 0.01 mg/kg	f (smallest outcome index)	2
NCT02528357	part 1: gsk3174998 0.03 mg/kg	f (smallest outcome index)	2
NCT02528357	part 1: gsk3174998 0.1 mg/kg	f (smallest outcome index)	2
NCT02528357	part 1: gsk3174998 0.3 mg/kg	f (smallest outcome index)	2
NCT02528357	part 1: gsk3174998 1.0 mg/kg	f (smallest outcome index)	2
NCT02528357	part 1: gsk3174998 3.0 mg/kg	f (smallest outcome index)	2
NCT02528357	part 1: gsk3174998 10.0 mg/kg	f (smallest outcome index)	2
NCT02528357	part 2a: gsk3174998 0.003 mg/kg + pembrolizumab 200 mg	f (smallest outcome index)	2
NCT02528357	part 2a: gsk3174998 0.01 mg/kg + pembrolizumab 200 mg	f (smallest outcome index)	2
NCT02528357	part 2a: gsk3174998 0.03 mg/kg + pembrolizumab 200 mg	f (smallest outcome index)	2
NCT02528357	part 2a: gsk3174998 0.1 mg/kg + pembrolizumab 200 mg	f (smallest outcome index)	2
NCT02528357	part 2a: gsk3174998 0.3 mg/kg + pembrolizumab 200 mg	f (smallest outcome index)	2
NCT02528357	part 2a: gsk3174998 1.0 mg/kg + pembrolizumab 200 mg	f (smallest outcome index)	2
NCT02528357	part 2a: gsk3174998 3.0 mg/kg + pembrolizumab 200 mg	f (smallest outcome index)	2
NCT02528357	part 2a: gsk3174998 10.0 mg/kg + pembrolizumab 200 mg	f (smallest outcome index)	2
NCT02528357	part 2b: melanoma cohort	f (smallest outcome index)	2
NCT02528357	part 2b: soft tissue sarcoma cohort	f (smallest outcome index)	2
NCT02528357	part 2b: nsclc cohort	f (smallest outcome index)	2
NCT02604511	ibrutinib	f (smallest outcome index)	2
NCT02545075	ipilimumab (3 mg/kg)	f (smallest outcome index)	2
NCT02545075	dacarbazine (250 mg/m2)	f (smallest outcome index)	2
NCT02795988	phase 2: imu-131 plus chemotherapy	f (smallest outcome index)	2
NCT02795988	phase 2: chemotherapy only	f (smallest outcome index)	2
NCT02795988	phase 2 extension: imu-131 100 μg	f (smallest outcome index)	2
NCT02795988	phase 2 extension: imu-131 200 μg	f (smallest outcome index)	2
NCT02592707	part a: 177lu-ipn01072 4.5 gbq	f (smallest outcome index)	3
NCT02592707	part b cohort 1: 177lu-ipn01072 6 gbq	f (smallest outcome index)	3
NCT02592707	part b cohort 3: 177lu-ipn01072 4.5 gbq	f (smallest outcome index)	3
NCT02592707	part b cohort 6: 177lu-ipn01072 4.5 gbq	f (smallest outcome index)	3
NCT02592707	all participants	f (smallest outcome index)	3
NCT02078648	sl-701 + gm-csf + imiquimod	f (smallest outcome index)	2
NCT02078648	sl-701 + poly-iclc + bevacizumab	f (smallest outcome index)	2
NCT02152956	cohort 0-a	f (smallest outcome index)	2
NCT02152956	cohort 0-b	f (smallest outcome index)	2
NCT02152956	cohort 0-c	f (smallest outcome index)	2
NCT02152956	cohort 0-d	f (smallest outcome index)	2
NCT02152956	cohort 1	f (smallest outcome index)	2
NCT02152956	cohort 2	f (smallest outcome index)	2
NCT02152956	cohort 2a	f (smallest outcome index)	2
NCT02152956	cohort 3	f (smallest outcome index)	2
NCT02152956	cohort 6	f (smallest outcome index)	2
NCT02152956	cohort 7	f (smallest outcome index)	2
NCT02152956	cohort 8	f (smallest outcome index)	2
NCT02152956	mtd expansion	f (smallest outcome index)	2
NCT02152956	mtd expansion with ruxolitinib	f (smallest outcome index)	2
NCT02737072	20 mg ly2510924 + 1500 mg durvalumab	f (smallest outcome index)	2
NCT02737072	30 mg ly2510924 + 1500 mg durvalumab	f (smallest outcome index)	2
NCT02737072	40 mg ly2510924 + 1500 mg durvalumab	f (smallest outcome index)	2
NCT02227108	moxetumomab pasudotox 40 microgram per kilogram (mcg/kg)	f (smallest outcome index)	4
NCT02289209	reirradiation + mk-3475	e (largest Participants denominator)	2
NCT02253992	trt d - nsclc pd1/pd-l1 experienced	f (smallest outcome index)	2
NCT02253992	trt d - nsclc pd1/pd-l1 naive	f (smallest outcome index)	2
NCT02253992	trt d - melanoma pd1/pd-l1 experienced	f (smallest outcome index)	2
NCT02253992	trt a - melanoma pd1/pd-l1 naive	f (smallest outcome index)	2
NCT02253992	trt b	f (smallest outcome index)	2
NCT02253992	trt d - melanoma pd1/pd-l1 naive	f (smallest outcome index)	2
NCT02253992	trt a - scchn	f (smallest outcome index)	2
NCT02253992	trt d - scchn	f (smallest outcome index)	2
NCT02253992	trt a - other solid tumors	f (smallest outcome index)	2
NCT02253992	trt b - other solid tumors	f (smallest outcome index)	2
NCT02253992	trt d - dlbcl	f (smallest outcome index)	2
NCT02253992	trt d - fl	f (smallest outcome index)	2
NCT02005471	bendamustine + rituximab main study	f (smallest outcome index)	2
NCT02005471	venetoclax + rituximab main study	f (smallest outcome index)	2
NCT02879617	durvalumab	e (largest Participants denominator)	4
NCT02279719	experimental napabucasin +sorafenib phase ii	f (smallest outcome index)	2
NCT02279719	experimental amcasertib+sorafenib phase ii	f (smallest outcome index)	2
NCT02279719	sorafenib phase ii	f (smallest outcome index)	2
NCT02325739	phase i: 50 mg fasted	f (smallest outcome index)	3
NCT02325739	phase i: 80 mg fasted	f (smallest outcome index)	3
NCT02325739	phase i: 80 mg fed	f (smallest outcome index)	3
NCT02325739	phase i: 120 mg fasted	f (smallest outcome index)	3
NCT02325739	phase i: 120 mg fed	f (smallest outcome index)	3
NCT02325739	phase i: 150 mg fasted	f (smallest outcome index)	3
NCT02325739	phase i: fgf401 80 mg + pdr001 300 mg	f (smallest outcome index)	3
NCT02325739	phase i: fgf401 120 mg + pdr001 300 mg	f (smallest outcome index)	3
NCT02325739	phase ii: group 1 - fgf401 120 mg qd	f (smallest outcome index)	3
NCT02325739	phase ii: group 2 - fgf401 120 mg qd	f (smallest outcome index)	3
NCT02347332	vinflunine plus methotrexate	f (smallest outcome index)	2
NCT02347332	methotrexate	f (smallest outcome index)	2
NCT02763319	tafasitamab + bendamustine	e (largest Participants denominator)	3
NCT02763319	tafasitamab + bendamustine	f (smallest outcome index)	2
NCT02763319	rituximab + bendamustine	e (largest Participants denominator)	3
NCT02763319	rituximab + bendamustine	f (smallest outcome index)	2
NCT02027428	nab-paclitaxel + bsc: induction + maintenance	f (smallest outcome index)	2
NCT02027428	bsc: induction + maintenance	f (smallest outcome index)	2
NCT03189524	part ii: 160 mg bid	f (smallest outcome index)	3
NCT02608268	phase i dose escalation: mbg453 80mg q2w row	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 240mg q2w row	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 800mg q2w row	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 1200mg q2w row	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 80mg q2w japan	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 240mg q2w japan	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 800mg q2w japan	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 1200mg q2w japan	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 240mg q4w row	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 800mg q4w row	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 1200mg q4w row	f (smallest outcome index)	2
NCT02608268	phase i dose escalation: mbg453 1200mg q4w japan	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 20mg q2w + pdr001 80mg q2w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 80mg q2w + pdr001 80mg q2w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 240mg q2w + pdr001 80mg q2w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 240mg q2w + pdr001 240mg q2w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 800mg q2w + pdr001 80mg q2w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 800mg q2w + pdr001 240mg q2w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 80mg q4w + pdr001 80mg q4w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 80mg q4w + pdr001 400mg q4w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 240mg q4w + pdr001 80mg q4w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 240mg q4w + pdr001 240mg q4w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 240mg q4w + pdr001 400mg q4w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 800mg q4w + pdr001 400mg q4w	f (smallest outcome index)	2
NCT02608268	phase ib dose escalation: mbg453 1200mg q4w + pdr001 400mg q4w	f (smallest outcome index)	2
NCT02608268	dose ranging part: mbg453 80mg q4w	f (smallest outcome index)	2
NCT02608268	dose ranging part: mbg453 240mg q4w	f (smallest outcome index)	2
NCT02608268	dose ranging part: mbg453 1200mg q4w	f (smallest outcome index)	2
NCT02588612	lete-cel	f (smallest outcome index)	2
NCT02829723	phase i: blz945 150 mg 7d on/7d off qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 150 mg 7d on/7d off qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 300 mg 7d on/7d off qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 300 mg 7d on/7d off qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 300 mg q1w qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 300 mg q1w qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 450 mg q1w qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 450 mg q1w qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 600 mg q1w qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 600 mg q1w qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 1000 mg q1w qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 1000 mg q1w qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 1600 mg q1w qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 1600 mg q1w qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 300 mg 4d on/10d off qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 300 mg 4d on/10d off qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 600 mg 4d on/10d off qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 600 mg 4d on/10d off qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 800 mg 4d on/10d off qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 800 mg 4d on/10d off qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 1200 mg 4d on/10d off qd	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 1200 mg 4d on/10d off qd	f (smallest outcome index)	2
NCT02829723	phase i: blz945 300 mg q1w bid	f (smallest outcome index)	4
NCT02829723	phase i: blz945 600 mg q1w bid	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 600 mg q1w bid	f (smallest outcome index)	2
NCT02829723	phase i: blz945 600 mg 4d on/10d off bid	f (smallest outcome index)	4
NCT02829723	phase i: blz945 150 mg q1w qd + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 150 mg q1w qd + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase i: blz945 300 mg q1w qd + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 300 mg q1w qd + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase i: blz945 600 mg q1w qd + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 600 mg q1w qd + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase i: blz945 1000 mg q1w qd + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 1000 mg q1w qd + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase i: blz945 1400 mg q1w qd + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 1400 mg q1w qd + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase i: blz945 300 mg 4d on/10d off qd + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 300 mg 4d on/10d off qd + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase i: blz945 450 mg 4d on/10d off qd + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 450 mg 4d on/10d off qd + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase i: blz945 700 mg 4d on/10d off qd + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 700 mg 4d on/10d off qd + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase i: blz945 1200 mg 4d on/10d off qd + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 1200 mg 4d on/10d off qd + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase i: blz945 600 mg q1w bid + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 600 mg q1w bid + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase i: blz945 800 mg q1w bid + pdr001 400 mg q4w	e (largest Participants denominator)	4
NCT02829723	phase i: blz945 800 mg q1w bid + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT02829723	phase ii: blz945 1200 mg 4d on/10d off qd	f (smallest outcome index)	2
NCT02829723	phase ii: blz945 700 mg 4d on/10d off qd + pdr001 400 mg q4w	f (smallest outcome index)	2
NCT03099174	cohort f: xentuzumab 1000 mg & 150 mg abemaciclib & 500 mg fulvestrant	f (smallest outcome index)	2
NCT03099174	cohort d1: xentuzumab 1000 mg & 150 mg abemaciclib & 500 mg fulvestrant	f (smallest outcome index)	2
NCT03099174	cohort d2: xentuzumab 1000 mg & 150 mg abemaciclib & 500 mg fulvestrant	f (smallest outcome index)	2
NCT02212015	pazopanib + paclitaxel	f (smallest outcome index)	3
NCT02898077	8 mg/kg ramucirumab + 80 mg/m2 paclitaxel	e (largest Participants denominator)	2
NCT02898077	placebo + 80 mg/m2 paclitaxel	e (largest Participants denominator)	2
NCT03061812	topotecan	e (largest Participants denominator)	3
NCT03061812	topotecan	f (smallest outcome index)	2
NCT03061812	rovalpituzumab tesirine	e (largest Participants denominator)	3
NCT03061812	rovalpituzumab tesirine	f (smallest outcome index)	2
NCT02741570	nivolumab + ipilimumab	e (largest Participants denominator)	2
NCT02741570	extreme regimen	e (largest Participants denominator)	2
NCT02549937	dose-escalation phase: surufatinib 50 mg	f (smallest outcome index)	2
NCT02549937	dose-escalation phase: surufatinib 100 mg	f (smallest outcome index)	2
NCT02549937	dose-escalation phase: surufatinib 200 mg	f (smallest outcome index)	2
NCT02549937	dose-escalation phase: surufatinib 300 mg	f (smallest outcome index)	2
NCT02549937	dose-escalation phase: surufatinib 400 mg	f (smallest outcome index)	2
NCT02549937	dose-expansion phase: arm a: btc	f (smallest outcome index)	2
NCT02549937	dose-expansion phase: arm b: pnet	f (smallest outcome index)	2
NCT02549937	dose-expansion phase: arm c: epnet	f (smallest outcome index)	2
NCT02549937	dose-expansion phase: arm d: sts	f (smallest outcome index)	2
NCT02501473	part 1: local radiation + g100 5μg/tumor	f (smallest outcome index)	3
NCT02501473	part 1: local radiation + g100 10μg/tumor	f (smallest outcome index)	3
NCT02501473	part 2: local radiation + g100 10μg/tumor	f (smallest outcome index)	3
NCT02501473	part 2: local radiation + g100 10μg/tumor+pembrolizumab 200mg	f (smallest outcome index)	3
NCT02501473	part 2: local radiation, g100 20 μg/tumor in large tumors	f (smallest outcome index)	3
NCT02501473	part 3: local radiation + g100 20μg/tumor	f (smallest outcome index)	3
NCT02501473	part 4: g100 20μg/tumor and pembrolizumab 200mg	f (smallest outcome index)	3
NCT03329690	ds-8201a	f (smallest outcome index)	2
NCT03329690	physician's choice irinotecan	f (smallest outcome index)	2
NCT03329690	physician's choice paclitaxel	f (smallest outcome index)	2
NCT03329690	physician's choice overall	f (smallest outcome index)	2
NCT03098550	nivolumab + daratumumab (tnbc)	f (smallest outcome index)	2
NCT03098550	nivolumab + daratumumab (nsclc)	f (smallest outcome index)	2
NCT03098550	nivolumab + daratumumab (pac)	f (smallest outcome index)	2
NCT02570308	phase 1 dose escalation	f (smallest outcome index)	2
NCT03056755	cohort a: pre-treated with cdk 4/6i + ai	f (smallest outcome index)	2
NCT03056755	cohort b: pre-treated with cdk 4/6i + fulvestrant	f (smallest outcome index)	2
NCT03056755	cohort c: pre-treated with systemic chemotherapy or et	f (smallest outcome index)	2
NCT02314247	selinexor (ptcl)	f (smallest outcome index)	6
NCT02314247	selinexor (ctcl)	f (smallest outcome index)	6
NCT02616185	cohort 7a and 3b combined	f (smallest outcome index)	2
NCT02616185	all mcrpc patients	f (smallest outcome index)	2
NCT02855944	rucaparib	e (largest Participants denominator)	2
NCT02855944	chemotherapy	e (largest Participants denominator)	2
NCT02614794	tuc+cap+tra	e (largest Participants denominator)	2
NCT02614794	pbo+cap+tra	e (largest Participants denominator)	2
NCT02624986	dlbcl non-bridging: idasanutlin 100 mg + obinutuzumab 1000 mg	f (smallest outcome index)	2
NCT02624986	dlbcl non-bridging: idasanutlin 150 mg + obinutuzumab 1000 mg	f (smallest outcome index)	2
NCT02624986	dlbcl non-bridging: idasanutlin 200 mg + obinutuzumab 1000 mg	f (smallest outcome index)	2
NCT02624986	dlbcl bridging: idasanutlin 150 mg + rituximab 375 mg/m^2	f (smallest outcome index)	2
NCT02624986	dlbcl bridging: idasanutlin 200 mg + rituximab 375 mg/m^2	f (smallest outcome index)	2
NCT02624986	fl non-bridging: idasanutlin 100 mg + obinutuzumab 1000 mg	f (smallest outcome index)	2
NCT02624986	fl non-bridging: idasanutlin 150 mg + obinutuzumab 1000 mg	f (smallest outcome index)	2
NCT02624986	fl bridging: idasanutlin 150 mg + obinutuzumab 1000 mg	f (smallest outcome index)	2
NCT03330405	phase 2: cohort f (brca/atm-mutated)	e (largest Participants denominator)	2
NCT02252172	lenalidomide + dexamethasone (rd)	e (largest Participants denominator)	2
NCT02252172	daratumumab + lenalidomide + dexamethasone (drd)	e (largest Participants denominator)	2
NCT02520141	phase ii open-label, single arm study of ramucirumab administered at 8 mg/kg iv	f (smallest outcome index)	2
NCT02994953	part a cohort 1: m9241 4 mcg/kg + avelumab 10 mg/kg	f (smallest outcome index)	2
NCT02994953	part a cohort 2: m9241 8 mcg/kg + avelumab 10 mg/kg	f (smallest outcome index)	2
NCT02994953	part a cohort 3: m9241 12 mcg/kg + avelumab 10 mg/kg	f (smallest outcome index)	2
