nct	group_norm	resolved_at_step	candidates_still_competing
NCT00886782	bms-863233 25 mg	f (smallest outcome index)	2
NCT00886782	bms-863233 50 mg	f (smallest outcome index)	2
NCT00886782	bms-863233 100 mg	f (smallest outcome index)	2
NCT00226811	50 mg sunitinib	f (smallest outcome index)	2
NCT00534417	capecitabine and fulvestrant	f (smallest outcome index)	3
NCT00424047	lenalidomide plus dexamethasone	f (smallest outcome index)	2
NCT00424047	placebo plus dexamethasone	f (smallest outcome index)	2
NCT00324155	ipilimumab and dacarbazine	f (smallest outcome index)	2
NCT00324155	placebo and dacarbazine	f (smallest outcome index)	2
NCT00958724	nera 240 + vino 25	e (largest Participants denominator)	2
NCT00146172	breast cancer	f (smallest outcome index)	2
NCT00146172	lung cancer	f (smallest outcome index)	2
NCT00146172	all solid tumors	f (smallest outcome index)	2
NCT01023958	volasertib (bi 6727)	e (largest Participants denominator)	2
NCT00689936	lenalidomide and low-dose dexamethasone (rd)	f (smallest outcome index)	2
NCT00689936	lenalidomide and dexamethasone rd18	f (smallest outcome index)	2
NCT00689936	melphalan + prednisone + thalidomide (mpt)	f (smallest outcome index)	2
NCT00934856	overall mbc participants	f (smallest outcome index)	2
NCT00839332	phase 2: ly2603618 + gemcitabine	f (smallest outcome index)	2
NCT00839332	phase 2: gemcitabine	f (smallest outcome index)	2
NCT00806156	nktr-102 q14d	e (largest Participants denominator)	6
NCT00806156	nktr-102 q14d	f (smallest outcome index)	2
NCT00806156	mitt population	f (smallest outcome index)	2
NCT00806156	platinum-refractory population	f (smallest outcome index)	2
NCT00806156	prior pld population	f (smallest outcome index)	2
NCT00946647	panobinostat + 5-azacytidine	e (largest Participants denominator)	2
NCT00946647	5-azacytidine	e (largest Participants denominator)	2
NCT00827359	treatment	f (smallest outcome index)	2
NCT00545688	trastuzumab+docetaxel	e (largest Participants denominator)	2
NCT00545688	trastuzumab+pertuzumab+docetaxel	e (largest Participants denominator)	2
NCT00545688	trastuzumab+pertuzumab	e (largest Participants denominator)	2
NCT00545688	pertuzumab+docetaxel	e (largest Participants denominator)	2
NCT00668148	ewing's sarcoma/pnet	f (smallest outcome index)	2
NCT00668148	rhabdomyosarcoma	f (smallest outcome index)	2
NCT00668148	leiomyosarcoma	f (smallest outcome index)	2
NCT00668148	adipocytic sarcoma	f (smallest outcome index)	2
NCT00668148	synovial sarcoma	f (smallest outcome index)	2
NCT00668148	total	f (smallest outcome index)	2
NCT00332163	pre-emptive skin treatment	f (smallest outcome index)	2
NCT00332163	reactive skin treatment	f (smallest outcome index)	2
NCT00448279	chemotherapy alone	f (smallest outcome index)	2
NCT00448279	chemotherapy + trastuzumab	f (smallest outcome index)	2
NCT00343291	cetuximab + bevacizumab + paclitaxel + carboplatin (6/6)	e (largest Participants denominator)	2
NCT00343291	cetuximab + bevacizumab + paclitaxel + carboplatin (6/3)	e (largest Participants denominator)	2
NCT00267020	enzastaurin+gemcitabine	e (largest Participants denominator)	2
NCT00263588	cohort a	f (smallest outcome index)	2
NCT00263588	cohort b	f (smallest outcome index)	2
NCT00906698	afatinib 20mg with vinorelbine i.v	e (largest Participants denominator)	4
NCT00906698	afatinib 20mg with vinorelbine i.v	f (smallest outcome index)	2
NCT00906698	afatinib 40mg with vinorelbine i.v	e (largest Participants denominator)	4
NCT00906698	afatinib 40mg with vinorelbine i.v	f (smallest outcome index)	2
NCT00906698	afatinib 50mg with vinorelbine i.v	e (largest Participants denominator)	4
NCT00906698	afatinib 50mg with vinorelbine i.v	f (smallest outcome index)	2
NCT00906698	afatinib 20mg with vinorelbine per os	e (largest Participants denominator)	4
NCT00906698	afatinib 20mg with vinorelbine per os	f (smallest outcome index)	2
NCT00906698	afatinib 40mg with vinorelbine per os	e (largest Participants denominator)	4
NCT00906698	afatinib 40mg with vinorelbine per os	f (smallest outcome index)	2
NCT00906698	afatinib 50mg with vinorelbine per os	e (largest Participants denominator)	4
NCT00906698	afatinib 50mg with vinorelbine per os	f (smallest outcome index)	2
NCT00473590	bort + p	f (smallest outcome index)	2
NCT00473590	bort + bv	f (smallest outcome index)	2
NCT00243074	azd2171	f (smallest outcome index)	2
NCT00885755	group a: trastuzumab+taxane /capecitabine (6 weeks)	f (smallest outcome index)	2
NCT00089999	lapatinib 1500 mg qd	f (smallest outcome index)	2
NCT00089999	lapatinib 500 mg bid	f (smallest outcome index)	2
NCT02525536	trebananib 3 mg/kg	f (smallest outcome index)	2
NCT02525536	trebananib 10 mg/kg	f (smallest outcome index)	2
NCT02525536	trebananib 30 mg/kg	f (smallest outcome index)	2
NCT00460798	sunitinib	f (smallest outcome index)	2
NCT00586924	5 mcg/kg	f (smallest outcome index)	2
NCT00586924	10 mcg/kg	f (smallest outcome index)	2
NCT00586924	20 mcg/kg	e (largest Participants denominator)	2
NCT00586924	30 mcg/kg	e (largest Participants denominator)	2
NCT00586924	40 mcg/kg	e (largest Participants denominator)	2
NCT00586924	50 mcg/kg	e (largest Participants denominator)	2
NCT00721513	tpfchemotherapy + concomitant cetuximab & rt	f (smallest outcome index)	2
NCT00347438	capecitabine	f (smallest outcome index)	2
NCT00705016	cilengitide 2000 mg once weekly+cetuximab+5-fu+cisplatin	f (smallest outcome index)	2
NCT00705016	cilengitide 2000 mg twice weekly+cetuximab+5-fu+cisplatin	f (smallest outcome index)	2
NCT00705016	cetuximab+5-fu+cisplatin	f (smallest outcome index)	2
NCT00600340	bevacizumab plus paclitaxel	f (smallest outcome index)	2
NCT00600340	bevacizumab plus capecitabine	f (smallest outcome index)	2
NCT00910910	lenalidomide	e (largest Participants denominator)	2
NCT00910910	chlorambucil	e (largest Participants denominator)	2
NCT00576199	bevacizumab 5 mg/kg	f (smallest outcome index)	2
NCT00838539	neratinib 120 mg + temsirolimus	f (smallest outcome index)	2
NCT00838539	neratinib 160 mg + temsirolimus	f (smallest outcome index)	2
NCT00838539	neratinib 200 mg + temsirolimus	f (smallest outcome index)	2
NCT00838539	neratinib 240 mg + temsirolimus	f (smallest outcome index)	2
NCT01177956	cetuximab + cisplatin + 5-fu	f (smallest outcome index)	2
NCT00586495	sorafenib (nexavar, bay43-9006)	f (smallest outcome index)	2
NCT00101400	sorafenib (nexavar, bay43-9006)	f (smallest outcome index)	2
NCT00447057	pemetrexed (nonsquamous)	f (smallest outcome index)	2
NCT00447057	pemetrexed + erlotinib (nonsquamous)	f (smallest outcome index)	2
NCT01131078	bevacizumab + irinotecan + capecitabine (1000 mg/m^2)	e (largest Participants denominator)	3
NCT01131078	bevacizumab + irinotecan + capecitabine (1000 mg/m^2)	f (smallest outcome index)	2
NCT01131078	bevacizumab + capecitabine (1250 mg/m^2)	e (largest Participants denominator)	3
NCT01131078	bevacizumab + capecitabine (1250 mg/m^2)	f (smallest outcome index)	2
NCT01131078	bevacizumab + capecitabine (650 mg/m^2)	e (largest Participants denominator)	3
NCT01131078	bevacizumab + capecitabine (650 mg/m^2)	f (smallest outcome index)	2
NCT01311687	pomalidomide plus low-dose dexamethasone	f (smallest outcome index)	2
NCT01311687	high-dose dexamethasone	f (smallest outcome index)	2
NCT01955473	part a: sym004 6 mg/kg	e (largest Participants denominator)	2
NCT01955473	part a: sym004 9/6 mg/kg	e (largest Participants denominator)	2
NCT01955473	part a: sym004 12 mg/kg	e (largest Participants denominator)	2
NCT01955473	part a: sym004 18 mg/kg	e (largest Participants denominator)	2
NCT01955473	part b: sym004 12 mg/kg	e (largest Participants denominator)	2
NCT01368276	gm-csf	f (smallest outcome index)	2
NCT01368276	talimogene laherparepvec	f (smallest outcome index)	2
NCT01658878	cohort 1 uninfected hcc	f (smallest outcome index)	2
NCT01658878	cohort 1 hcv infected	f (smallest outcome index)	2
NCT01658878	cohort 1 hbv infected	f (smallest outcome index)	2
NCT01755975	dose level -1	f (smallest outcome index)	2
NCT01755975	dose level 1	f (smallest outcome index)	2
NCT01755975	dose level 2	f (smallest outcome index)	2
NCT01755975	dose level 3	f (smallest outcome index)	2
NCT01755975	dose level 4	f (smallest outcome index)	2
NCT01943461	expansion cohort: avelumab 10 mg/kg	f (smallest outcome index)	2
NCT01607905	arm a (colorectal cancer)	f (smallest outcome index)	2
NCT01607905	arm b (gynecological cancer)	f (smallest outcome index)	2
NCT01607905	arm c (squamous cell cancer)	f (smallest outcome index)	2
NCT01607905	arm d (castrate-resistant prostate cancer)	f (smallest outcome index)	2
NCT01607905	arm e (glioblastoma multiforme)	f (smallest outcome index)	2
NCT01607905	arm f (melanoma)	f (smallest outcome index)	2
NCT01607905	arm g (other solid tumors)	f (smallest outcome index)	2
NCT01743560	everolimus and exemestane	f (smallest outcome index)	2
NCT01251653	afatinib 30mg and gemcitabine 1000mg	e (largest Participants denominator)	4
NCT01251653	afatinib 30mg and gemcitabine 1000mg	f (smallest outcome index)	3
NCT01251653	afatinib 30mg and gemcitabine 1250mg	e (largest Participants denominator)	4
NCT01251653	afatinib 30mg and gemcitabine 1250mg	f (smallest outcome index)	3
NCT01251653	afatinib 40mg and gemcitabine 1000mg	e (largest Participants denominator)	4
NCT01251653	afatinib 40mg and gemcitabine 1000mg	f (smallest outcome index)	3
NCT01251653	afatinib 40mg and gemcitabine 1250mg	e (largest Participants denominator)	4
NCT01251653	afatinib 40mg and gemcitabine 1250mg	f (smallest outcome index)	3
NCT01251653	afatinib 50mg and gemcitabine 1250mg	e (largest Participants denominator)	4
NCT01251653	afatinib 50mg and gemcitabine 1250mg	f (smallest outcome index)	3
NCT01251653	afatinib 30mg and docetaxel 60mg	e (largest Participants denominator)	4
NCT01251653	afatinib 30mg and docetaxel 60mg	f (smallest outcome index)	3
NCT01251653	afatinib 30mg and docetaxel 75mg	e (largest Participants denominator)	4
NCT01251653	afatinib 30mg and docetaxel 75mg	f (smallest outcome index)	3
NCT01251653	afatinib 40mg and docetaxel 75mg	e (largest Participants denominator)	4
NCT01251653	afatinib 40mg and docetaxel 75mg	f (smallest outcome index)	3
NCT01251653	afatinib 50mg and docetaxel 75mg	e (largest Participants denominator)	4
NCT01251653	afatinib 50mg and docetaxel 75mg	f (smallest outcome index)	3
NCT01818752	bortezomib, melphalan, prednisone	f (smallest outcome index)	2
NCT01818752	carfilzomib, melphalan, prednisone	f (smallest outcome index)	2
NCT01317615	rad001 plus paclitaxel/carboplatin	f (smallest outcome index)	2
NCT01801358	phase ii (dose expansion)	f (smallest outcome index)	2
NCT01546038	phase 1b: glasdegib + cytarabine/dauno (biomarker, responder)	e (largest Participants denominator)	3
NCT01546038	phase 1b: glasdegib + cytarabine/dauno (biomarker, responder)	f (smallest outcome index)	2
NCT01546038	phase 1b: glasdegib+cytarabine/dauno(biomarker,non-responder)	f (smallest outcome index)	3
NCT01546038	phase 2 fit (biomarker, responder)	e (largest Participants denominator)	6
NCT01546038	phase 2 fit (biomarker, non-responder)	e (largest Participants denominator)	6
NCT01546038	phase 2 unfit: glasdegib 100 mg + ldac (biomarker, responder)	e (largest Participants denominator)	5
NCT01546038	phase 2 unfit: glasdegib 100 mg + ldac (biomarker, responder)	f (smallest outcome index)	2
NCT01546038	phase 2 unfit: glasdegib 100 mg+ldac(biomarker, non-responder)	e (largest Participants denominator)	5
NCT01546038	phase 2 unfit: glasdegib 100 mg+ldac(biomarker, non-responder)	f (smallest outcome index)	2
NCT02011113	pomalidomide plus dexamethasone	f (smallest outcome index)	2
NCT01992653	polatuzumab vedotin (1.0mg) + r-chp	e (largest Participants denominator)	2
NCT01992653	polatuzumab vedotin (1.4mg) + r-chp	e (largest Participants denominator)	2
NCT01992653	polatuzumab vedotin (1.8mg) + r-chp	e (largest Participants denominator)	2
NCT01992653	polatuzumab vedotin (2.4mg) + r-chp	e (largest Participants denominator)	2
NCT01992653	polatuzumab vedotin (1.4mg) + g-chp	e (largest Participants denominator)	2
NCT01992653	polatuzumab vedotin (1.8mg) + g-chp	e (largest Participants denominator)	2
NCT01992653	expansion: polatuzumab vedotin (1.8mg) + r-chp	e (largest Participants denominator)	2
NCT01992653	expansion: polatuzumab vedotin (1.8mg) + g-chp	e (largest Participants denominator)	2
NCT01698918	everolimus+exemestane (second-line treatment)	f (smallest outcome index)	2
NCT01239732	bevacizumab + paclitaxel + carboplatin	e (largest Participants denominator)	2
NCT01668017	part 1: pimasertib 30 mg in solid tumor	f (smallest outcome index)	2
NCT01668017	part 1: pimasertib 45 mg in solid tumor	f (smallest outcome index)	2
NCT01668017	part 1: pimasertib 60 mg in solid tumor	f (smallest outcome index)	2
NCT01668017	part 1: pimasertib 30 mg in hcc	f (smallest outcome index)	2
NCT01668017	part 1: pimasertib 45 mg in hcc	f (smallest outcome index)	2
NCT01121393	afatinib 40 milligram (mg)	e (largest Participants denominator)	3
NCT01121393	afatinib 40 milligram (mg)	f (smallest outcome index)	2
NCT01121393	gemcitabine / cisplatin chemotherapy	e (largest Participants denominator)	3
NCT01121393	gemcitabine / cisplatin chemotherapy	f (smallest outcome index)	2
NCT01832727	phase 2 300 mg 2/7 schedule	f (smallest outcome index)	2
NCT02001974	group 1	f (smallest outcome index)	2
NCT02001974	group 2	f (smallest outcome index)	2
NCT02001974	group 3	f (smallest outcome index)	2
NCT01729923	capecitabine and celecoxib	e (largest Participants denominator)	2
NCT01478048	elotuzumab + bortezomib + dexamethasone	e (largest Participants denominator)	2
NCT01478048	bortezomib + dexamethasone	e (largest Participants denominator)	2
NCT01458249	arm 1: participants with adi or lms	f (smallest outcome index)	2
NCT01458249	arm 2: participants with oth	f (smallest outcome index)	2
NCT01317420	bi 836845 10 mg	e (largest Participants denominator)	2
NCT01317420	bi 836845 20 mg	e (largest Participants denominator)	2
NCT01317420	bi 836845 40 mg	e (largest Participants denominator)	2
NCT01317420	bi 836845 80 mg	e (largest Participants denominator)	2
NCT01317420	bi 836845 160 mg	e (largest Participants denominator)	2
NCT01317420	bi 836845 320 mg	e (largest Participants denominator)	2
NCT01317420	bi 836845 640 mg	e (largest Participants denominator)	2
NCT01317420	bi 836845 1280 mg	e (largest Participants denominator)	2
NCT01317420	bi 836845 1800 mg	e (largest Participants denominator)	2
NCT01317420	bi 836845 2400 mg	e (largest Participants denominator)	2
NCT01317420	bi 836845 3600 mg	e (largest Participants denominator)	2
NCT01317420	ewings sarcoma	e (largest Participants denominator)	2
NCT01317420	biopsiable tumours	e (largest Participants denominator)	2
NCT01115803	arm a - 50 mg ly2584702 qd + 150 mg erlotinib qd	f (smallest outcome index)	2
NCT01115803	arm a - 100 mg ly2584702 bid + 150 mg erlotinib qd	f (smallest outcome index)	2
NCT01115803	arm a - 75 mg ly2584702 bid + 150 mg erlotinib qd	f (smallest outcome index)	2
NCT01115803	arm b - 50 mg ly2584702 qd + 10 mg everolimus qd	f (smallest outcome index)	2
NCT01115803	arm b - 100 mg ly2584702 qd + 10 mg everolimus qd	f (smallest outcome index)	2
NCT01115803	arm b - 50 mg ly2584702 bid + 10 mg everolimus qd	f (smallest outcome index)	2
NCT01602315	arm 1 - byl719+cetuximab (randomized)	f (smallest outcome index)	2
NCT01602315	arm 2 - monotherapy cetuximab (randomized)	f (smallest outcome index)	2
NCT01602315	all patients	e (largest Participants denominator)	2
NCT01602315	arm 3 - byl719+cetuximab	f (smallest outcome index)	2
NCT01985763	genistein	f (smallest outcome index)	4
NCT01325441	napabucasin 200mg bid plus paclitaxel	f (smallest outcome index)	2
NCT01325441	napabucasin 240mg bid plus paclitaxel	f (smallest outcome index)	2
NCT01325441	napabucasin 400mg bid plus paclitaxel	f (smallest outcome index)	2
NCT01325441	napabucasin 480mg bid plus paclitaxel	f (smallest outcome index)	2
NCT01325441	napabucasin 500mg bid plus paclitaxel	f (smallest outcome index)	2
NCT01915498	phase 1 dose escalation: enasidenib 50 mg	f (smallest outcome index)	2
NCT01915498	phase 1 dose escalation: enasidenib 60 mg	f (smallest outcome index)	2
NCT01915498	phase 1 dose escalation: enasidenib 75 mg	f (smallest outcome index)	2
NCT01915498	phase 1 dose escalation: enasidenib 100 mg	f (smallest outcome index)	2
NCT01915498	phase 1 dose escalation: enasidenib 150 mg	f (smallest outcome index)	2
NCT01915498	phase 1 dose escalation: enasidenib 200 mg	f (smallest outcome index)	2
NCT01915498	phase 1 dose escalation: enasidenib 300 mg	f (smallest outcome index)	2
NCT01915498	phase 1 dose escalation: enasidenib 450 mg	f (smallest outcome index)	2
NCT01915498	phase 1 dose escalation: enasidenib 650 mg	f (smallest outcome index)	2
NCT01915498	phase 1 dose expansion arm 1: enasidenib 100 mg qd	f (smallest outcome index)	2
NCT01915498	phase 1 dose expansion arm 2: enasidenib 100 mg qd	f (smallest outcome index)	2
NCT01915498	phase 1 dose expansion arm 3: enasidenib 100 mg qd	f (smallest outcome index)	2
NCT01915498	phase 1 dose expansion arm 4: enasidenib 100 mg qd	f (smallest outcome index)	2
NCT01378975	cohort 2: previously treated participants	e (largest Participants denominator)	3
NCT01378975	cohort 2: previously treated participants	f (smallest outcome index)	2
NCT01381874	exemestane	f (smallest outcome index)	2
NCT01381874	abiraterone acetate + prednisone	f (smallest outcome index)	2
NCT01381874	abiraterone acetate + exemestane + prednisone	f (smallest outcome index)	2
NCT01120184	trastuzumab + taxane	e (largest Participants denominator)	3
NCT01120184	trastuzumab emtansine + placebo	e (largest Participants denominator)	3
NCT01120184	trastuzumab emtansine + pertuzumab	e (largest Participants denominator)	3
NCT01077518	ofa + benda (arm a)	e (largest Participants denominator)	2
NCT01077518	benda (arm b)	e (largest Participants denominator)	2
NCT01183858	erlotinib 150 mg	f (smallest outcome index)	2
NCT01183858	erlotinib 300 mg	f (smallest outcome index)	2
NCT01491672	prior sunitinib	f (smallest outcome index)	2
NCT01491672	other prior vascular endothelial growth factor (vegf)	f (smallest outcome index)	2
NCT01491672	prior cytokines	f (smallest outcome index)	2
NCT01491672	all participants	f (smallest outcome index)	2
NCT01136733	phase 1b (cohort 1): 12 mg lenvatinib plus 5 mg everolimus	f (smallest outcome index)	3
NCT01136733	phase 1b (cohort 2): 18 mg lenvatinib plus 5 mg everolimus	f (smallest outcome index)	3
NCT01136733	phase 1b (cohort 3): 24 mg lenvatinib plus 5 mg everolimus	f (smallest outcome index)	3
NCT01136733	phase 1b (cohort 4): 24 mg lenvatinib plus 10 mg everolimus	f (smallest outcome index)	3
NCT01136733	phase 2 (arm a): 18 mg lenvatinib plus 5 mg everolimus	f (smallest outcome index)	3
NCT01136733	phase 2 (arm b): 24 mg lenvatinib	f (smallest outcome index)	3
NCT01136733	phase 2 (arm c): 10 mg everolimus	f (smallest outcome index)	3
NCT01077713	bevacizumab + gemcitabine	f (smallest outcome index)	2
NCT01077713	bevacizumab + gemcitabine + cisplatin	f (smallest outcome index)	2
NCT01379534	fgfr2 (mut)	f (smallest outcome index)	2
NCT01379534	fgfr2 (wt)	f (smallest outcome index)	2
NCT01449370	process a: tak-117 100 milligram (mg), once daily (qd)	f (smallest outcome index)	2
NCT01449370	process a: tak-117 150 mg, qd	f (smallest outcome index)	2
NCT01449370	process a: tak-117 200 mg, qd	f (smallest outcome index)	2
NCT01449370	process a: tak-117 300 mg, qd	f (smallest outcome index)	2
NCT01449370	process a: tak-117 200 mg, mwf qw	f (smallest outcome index)	2
NCT01449370	process a: tak-117 300 mg, mwf qw	f (smallest outcome index)	2
NCT01449370	process a: tak-117 400 mg, mwf qw	f (smallest outcome index)	2
NCT01449370	process a: tak-117 600 mg, mwf qw	f (smallest outcome index)	2
NCT01449370	process a: tak-117 900 mg, mwf qw	f (smallest outcome index)	2
NCT01449370	process a: tak-117 1200 mg, mwf qw	f (smallest outcome index)	2
NCT01449370	process a: tak-117 200 mg, mtw qw	f (smallest outcome index)	2
NCT01449370	process a: tak-117 400 mg, mtw qw	f (smallest outcome index)	2
NCT01449370	process a: tak-117 600 mg, mtw qw	f (smallest outcome index)	2
NCT01449370	process a: tak-117 900 mg, mtw qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 600 mg process b capsule (fm) mwf qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 900 mg fm mwf qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 1200 mg fm mwf qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 600 mg fm mtw qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 900 mg fm mtw qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 1200 mg fm mtw qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 1500 mg fm mtw qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 300 mg fm twice daily (bid) mwf qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 400 mg fm bid mwf qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 500 mg fm bid mwf qw	f (smallest outcome index)	2
NCT01449370	process b: tak-117 600 mg fm bid mwf qw	f (smallest outcome index)	2
NCT01658436	bez235 300 mg/400 mg bid	f (smallest outcome index)	2
NCT01324830	schedule a bi 847325 6 mg (a1)	f (smallest outcome index)	2
NCT01324830	schedule a bi 847325 9 mg (a2)	e (largest Participants denominator)	2
NCT01324830	schedule a bi 847325 13 mg (a3)	f (smallest outcome index)	2
NCT01324830	schedule a bi 847325 19 mg (a4)	f (smallest outcome index)	2
NCT01324830	schedule a bi 847325 26 mg (a5)	f (smallest outcome index)	2
NCT01324830	schedule a bi 847325 33 mg (a6)	f (smallest outcome index)	2
NCT01324830	schedule a bi 847325 46 mg (a7)	f (smallest outcome index)	2
NCT01324830	schedule a bi 847325 63 mg (a8)	f (smallest outcome index)	2
NCT01324830	schedule a bi 847325 86 mg (a9)	f (smallest outcome index)	2
NCT01324830	schedule a bi 847325 120 mg (a10)	f (smallest outcome index)	2
NCT01324830	schedule a bi 847325 160 mg (a11)	f (smallest outcome index)	2
NCT01324830	schedule b bi 847325 6 mg (b1)	f (smallest outcome index)	2
NCT01324830	schedule b bi 847325 12 mg (b2)	f (smallest outcome index)	2
NCT01324830	schedule b bi 847325 23 mg (b3)	f (smallest outcome index)	2
NCT01324830	schedule b bi 847325 46 mg (b4)	f (smallest outcome index)	2
NCT01324830	schedule b bi 847325 90 mg (b5)	e (largest Participants denominator)	2
NCT01324830	schedule b bi 847325 180 mg (b6)	f (smallest outcome index)	2
NCT01324830	schedule b bi 847325 130 mg (b7)	f (smallest outcome index)	2
NCT01324830	schedule b bi 847325 150 mg (b8)	f (smallest outcome index)	2
NCT01324830	schedule a total (total a)	f (smallest outcome index)	2
NCT01324830	schedule b total (total b)	f (smallest outcome index)	2
NCT01324830	total patients	f (smallest outcome index)	2
NCT01829711	moxetumomab pasudotox 40 μg/kg	f (smallest outcome index)	3
NCT01770353	expansion phase: cohort 3	f (smallest outcome index)	2
NCT01539824	overall study population	f (smallest outcome index)	2
NCT01102426	plitidepsin+dexamethasone	f (smallest outcome index)	2
NCT01102426	dexamethasone	f (smallest outcome index)	2
NCT01891344	part 1: tbrca	f (smallest outcome index)	2
NCT01891344	part 1: non-tbrca loh+	f (smallest outcome index)	2
NCT01891344	part 1: non-tbrca loh	f (smallest outcome index)	2
NCT01891344	part 1: non-tbrca loh unknown	f (smallest outcome index)	2
NCT01253668	arm 1	f (smallest outcome index)	2
NCT01268566	medi-575, 25 mg/kg	f (smallest outcome index)	2
NCT01515189	ipilimumab (10 mg/kg)	f (smallest outcome index)	2
NCT01515189	ipilimumab (3 mg/kg)	f (smallest outcome index)	2
NCT01248936	overall trial	f (smallest outcome index)	2
NCT01774721	dacomitinib	f (smallest outcome index)	2
NCT01774721	gefitinib	f (smallest outcome index)	2
NCT02004522	duvelisib	f (smallest outcome index)	2
NCT02004522	ofatumumab	f (smallest outcome index)	2
NCT01743469	hepatocellular carcinoma cohort	f (smallest outcome index)	2
NCT01300351	fulvestrant 500 mg	e (largest Participants denominator)	2
NCT01300351	fulvestrant 250 mg	e (largest Participants denominator)	2
NCT01059630	bendamustine alone	f (smallest outcome index)	3
NCT01059630	obinutuzumab + bendamustine	f (smallest outcome index)	3
NCT01058707	mln0128 5 mg qd	e (largest Participants denominator)	2
NCT01058707	mln0128 30 mg qw	e (largest Participants denominator)	2
NCT01058707	mln0128 40 mg qw	e (largest Participants denominator)	2
NCT01708161	byl 200mg + amg 12mg/kg	f (smallest outcome index)	2
NCT01708161	byl 300mg + amg 12mg/kg	e (largest Participants denominator)	2
NCT01708161	byl 350mg + amg 12mg/kg	f (smallest outcome index)	2
NCT01439568	ly2510924 + carboplatin + etoposide	f (smallest outcome index)	2
NCT01439568	carboplatin + etoposide	f (smallest outcome index)	2
NCT01873833	treatment (chemotherapy, lapatinib ditosylate, trastuzumab)	f (smallest outcome index)	2
NCT01798485	ganetespib and docetaxel	e (largest Participants denominator)	4
NCT01798485	ganetespib and docetaxel	f (smallest outcome index)	2
NCT01798485	docetaxel	e (largest Participants denominator)	4
NCT01798485	docetaxel	f (smallest outcome index)	2
NCT01572038	pertuzumab + trastuzumab + taxane	f (smallest outcome index)	2
NCT01278615	treatment (selumetinib)	f (smallest outcome index)	2
NCT01649271	phase ia: afatinib 20mg+trastuzumab 8 mg/kg	f (smallest outcome index)	2
NCT01649271	phase ia: afatinib 30mg+trastuzumab 8 mg/kg	f (smallest outcome index)	2
NCT01728623	lenvatinib (arm 1)	f (smallest outcome index)	4
NCT01728623	lenvatinib (arm 2)	f (smallest outcome index)	4
NCT01728623	lenvatinib (arm 3)	f (smallest outcome index)	4
NCT01670877	part i: neratinib only	e (largest Participants denominator)	3
NCT01670877	part ii: neratinib only (er-)	e (largest Participants denominator)	3
NCT01670877	part ii: neratinib + fulvestrant (er+, fulvestrant-naive)	f (smallest outcome index)	3
NCT01670877	part ii: neratinib + fulvestrant (er+. prior fulvestrant-tx)	e (largest Participants denominator)	3
NCT01670877	crossover: neratinib + trastuzumab	f (smallest outcome index)	3
NCT01670877	crossover: neratinib + fulvestrant + trastuzumab	f (smallest outcome index)	3
NCT01374451	paseriotide lar + everolimus	f (smallest outcome index)	2
NCT01374451	everolimus	f (smallest outcome index)	2
NCT01938001	rituximab + lenalidomide (r^2)	e (largest Participants denominator)	3
NCT01938001	rituximab + lenalidomide (r^2)	f (smallest outcome index)	2
NCT01938001	rituximab + placebo	e (largest Participants denominator)	3
NCT01938001	rituximab + placebo	f (smallest outcome index)	2
NCT01794520	phase 2 expansion: venetoclax 800 mg/dexamethasone 20 or 40 mg	f (smallest outcome index)	2
NCT01597388	35 mg bid continuous	e (largest Participants denominator)	2
NCT01597388	50 mg bid continuous	e (largest Participants denominator)	2
NCT01597388	75 mg qd continuous	e (largest Participants denominator)	2
NCT01597388	100 mg qd continuous	e (largest Participants denominator)	2
NCT01597388	125 mg bid intermittent days 1 and 2 (fasted)	e (largest Participants denominator)	2
NCT01597388	125 mg bid intermittent days 1 and 2 (fed)	e (largest Participants denominator)	2
NCT01597388	170 mg bid intermittent days 1 and 2 (fasted)	f (smallest outcome index)	2
NCT01597388	170 mg bid intermittent days 1 and 2 (fed)	e (largest Participants denominator)	2
NCT01597388	125 mg bid intermittent days 1 and 4 (fasted)	e (largest Participants denominator)	2
NCT01746225	a: nab-paclitaxel 150 mg/m2 days 1,15	f (smallest outcome index)	2
NCT01746225	b: nab-paclitaxel 100 mg/m2 days 1,8,15	f (smallest outcome index)	2
NCT01746225	c: nab-paclitaxel 75 mg/m2 days 1,8,15,22	f (smallest outcome index)	2
NCT01391130	ly2510924 + sunitinib	f (smallest outcome index)	2
NCT01391130	sunitinib	f (smallest outcome index)	2
NCT01721603	dabrafenib + trametinib + gamma knife radiosurgery	f (smallest outcome index)	2
NCT01612546	treatment (cyclodextrin-based polymer-camptothecin crlx101)	f (smallest outcome index)	2
NCT01416389	ly2523355 + pegfilgrastim or filgrastim	f (smallest outcome index)	2
NCT01416389	ixabepilone	f (smallest outcome index)	2
NCT01519323	vemurafenib	f (smallest outcome index)	2
NCT01137604	cohort 1 - bevacizumab	f (smallest outcome index)	3
